Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.26E-01,3.52E-03,2.7575
351,1.30E-01,3.61E-03,2.7608
352,1.35E-01,3.73E-03,2.7653
353,1.38E-01,3.81E-03,2.7709
354,1.40E-01,3.87E-03,2.7777
355,1.41E-01,3.91E-03,2.7855
356,1.41E-01,3.95E-03,2.7943
357,1.42E-01,4.00E-03,2.8045
358,1.43E-01,4.06E-03,2.8162
359,1.46E-01,4.17E-03,2.8296
360,1.51E-01,4.34E-03,2.8446
361,1.59E-01,4.58E-03,2.8608
362,1.69E-01,4.86E-03,2.8779
363,1.78E-01,5.15E-03,2.8959
364,1.87E-01,5.43E-03,2.9151
365,1.95E-01,5.72E-03,2.9358
366,2.04E-01,6.01E-03,2.9583
367,2.11E-01,6.26E-03,2.9824
368,2.15E-01,6.43E-03,3.0082
369,2.15E-01,6.50E-03,3.0358
370,2.11E-01,6.45E-03,3.0651
371,2.05E-01,6.35E-03,3.0957
372,2.00E-01,6.28E-03,3.1273
373,1.99E-01,6.30E-03,3.16
374,2.01E-01,6.45E-03,3.1944
375,2.08E-01,6.74E-03,3.2305
376,2.18E-01,7.11E-03,3.2683
377,2.30E-01,7.58E-03,3.308
378,2.37E-01,7.92E-03,3.3504
379,2.34E-01,7.94E-03,3.3956
380,2.23E-01,7.68E-03,3.4431
381,2.08E-01,7.28E-03,3.4918
382,1.96E-01,6.97E-03,3.5411
383,1.90E-01,6.88E-03,3.5909
384,1.91E-01,7.00E-03,3.6417
385,1.97E-01,7.31E-03,3.6942
386,2.08E-01,7.77E-03,3.7493
387,2.21E-01,8.36E-03,3.8078
388,2.34E-01,8.97E-03,3.8698
389,2.43E-01,9.47E-03,3.9345
390,2.45E-01,9.72E-03,4.0016
391,2.41E-01,9.75E-03,4.0708
392,2.34E-01,9.66E-03,4.142
393,2.25E-01,9.49E-03,4.2147
394,2.19E-01,9.43E-03,4.2885
395,2.22E-01,9.70E-03,4.3634
396,2.37E-01,1.04E-02,4.4394
397,2.59E-01,1.16E-02,4.5168
398,2.84E-01,1.29E-02,4.5958
399,3.10E-01,1.44E-02,4.6763
400,3.35E-01,1.60E-02,4.758
401,3.56E-01,1.74E-02,4.8402
402,3.67E-01,1.83E-02,4.9222
403,3.74E-01,1.88E-02,5.003
404,3.78E-01,1.92E-02,5.0821
405,3.79E-01,1.95E-02,5.159
406,3.80E-01,1.99E-02,5.2328
407,3.83E-01,2.03E-02,5.3034
408,3.87E-01,2.08E-02,5.3713
409,3.91E-01,2.13E-02,5.4372
410,3.97E-01,2.19E-02,5.5007
411,4.04E-01,2.25E-02,5.563
412,4.11E-01,2.32E-02,5.6226
413,4.17E-01,2.37E-02,5.6776
414,4.20E-01,2.42E-02,5.7282
415,4.21E-01,2.44E-02,5.7764
416,4.21E-01,2.46E-02,5.821
417,4.19E-01,2.46E-02,5.8638
418,4.18E-01,2.47E-02,5.9047
419,4.20E-01,2.49E-02,5.942
420,4.22E-01,2.52E-02,5.9761
421,4.24E-01,2.54E-02,6.0084
422,4.23E-01,2.55E-02,6.0376
423,4.21E-01,2.55E-02,6.0644
424,4.20E-01,2.56E-02,6.089
425,4.20E-01,2.56E-02,6.1115
426,4.17E-01,2.56E-02,6.1321
