Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.06E-01,3.29E-03,3.0033
351,1.10E-01,3.35E-03,3.0037
352,1.14E-01,3.42E-03,3.0042
353,1.16E-01,3.48E-03,3.0045
354,1.18E-01,3.51E-03,3.0046
355,1.18E-01,3.53E-03,3.0048
356,1.19E-01,3.55E-03,3.0052
357,1.19E-01,3.58E-03,3.0062
358,1.20E-01,3.63E-03,3.0079
359,1.22E-01,3.71E-03,3.0105
360,1.26E-01,3.84E-03,3.0139
361,1.33E-01,4.03E-03,3.018
362,1.41E-01,4.26E-03,3.0226
363,1.48E-01,4.49E-03,3.0277
364,1.56E-01,4.72E-03,3.0334
365,1.63E-01,4.93E-03,3.0404
366,1.70E-01,5.15E-03,3.0488
367,1.75E-01,5.34E-03,3.059
368,1.79E-01,5.45E-03,3.071
369,1.79E-01,5.48E-03,3.0851
370,1.75E-01,5.42E-03,3.1015
371,1.70E-01,5.31E-03,3.12
372,1.66E-01,5.22E-03,3.1404
373,1.64E-01,5.21E-03,3.1627
374,1.66E-01,5.31E-03,3.1872
375,1.71E-01,5.52E-03,3.2139
376,1.79E-01,5.81E-03,3.2432
377,1.89E-01,6.18E-03,3.2746
378,1.95E-01,6.43E-03,3.3092
379,1.93E-01,6.43E-03,3.347
380,1.84E-01,6.21E-03,3.3881
381,1.71E-01,5.87E-03,3.4313
382,1.61E-01,5.62E-03,3.4761
383,1.56E-01,5.54E-03,3.5226
384,1.57E-01,5.63E-03,3.571
385,1.62E-01,5.88E-03,3.622
386,1.70E-01,6.26E-03,3.6762
387,1.80E-01,6.73E-03,3.7343
388,1.91E-01,7.21E-03,3.796
389,1.98E-01,7.60E-03,3.8604
390,2.00E-01,7.79E-03,3.9272
391,1.97E-01,7.79E-03,3.9959
392,1.91E-01,7.71E-03,4.0663
393,1.84E-01,7.57E-03,4.138
394,1.79E-01,7.53E-03,4.2105
395,1.81E-01,7.74E-03,4.2837
396,1.92E-01,8.34E-03,4.3573
397,2.11E-01,9.27E-03,4.4316
398,2.30E-01,1.03E-02,4.5067
399,2.51E-01,1.15E-02,4.5826
400,2.71E-01,1.27E-02,4.6591
401,2.88E-01,1.38E-02,4.7356
402,2.96E-01,1.44E-02,4.8116
403,3.02E-01,1.49E-02,4.886
404,3.05E-01,1.51E-02,4.9585
405,3.06E-01,1.54E-02,5.0286
406,3.07E-01,1.56E-02,5.0957
407,3.09E-01,1.59E-02,5.1595
408,3.12E-01,1.63E-02,5.2202
409,3.15E-01,1.67E-02,5.2785
410,3.20E-01,1.71E-02,5.3343
411,3.25E-01,1.76E-02,5.3875
412,3.31E-01,1.80E-02,5.4383
413,3.36E-01,1.85E-02,5.4867
414,3.38E-01,1.88E-02,5.5327
415,3.39E-01,1.90E-02,5.5755
416,3.38E-01,1.90E-02,5.6145
417,3.36E-01,1.90E-02,5.6504
418,3.36E-01,1.91E-02,5.6846
419,3.37E-01,1.92E-02,5.7177
420,3.39E-01,1.94E-02,5.7491
421,3.40E-01,1.96E-02,5.7777
422,3.39E-01,1.96E-02,5.8032
423,3.38E-01,1.96E-02,5.8262
424,3.36E-01,1.96E-02,5.847
425,3.36E-01,1.97E-02,5.866
426,3.34E-01,1.96E-02,5.8832
427,3.28E-01,1.94E-02,5.8992
428,3.16E-01,1.88E-02,5.9144
429,3.02E-01,1.80E-02,5.9289
430,2.97E-01,1.77E-02,5.9431
431,3.07E-01,1.83E-02,5.957
432,3.27E-01,1.94E-02,5.9698
433,3.42E-01,2.04E-02,5.9806
434,3.52E-01,2.11E-02,5.9898
435,3.62E-01,2.16E-02,5.9989
436,3.67E-01,2.21E-02,6.0091
437,3.66E-01,2.21E-02,6.0201
438,3.61E-01,2.18E-02,6.0315
439,3.62E-01,2.19E-02,6.0429
440,3.71E-01,2.24E-02,6.0544
441,3.84E-01,2.32E-02,6.0662
442,3.95E-01,2.39E-02,6.0785
