Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.26E-01,6.42E-03,5.0749
351,1.30E-01,6.63E-03,5.0786
352,1.35E-01,6.86E-03,5.0839
353,1.38E-01,7.02E-03,5.0906
354,1.40E-01,7.12E-03,5.0986
355,1.41E-01,7.18E-03,5.1076
356,1.41E-01,7.23E-03,5.1173
357,1.42E-01,7.29E-03,5.1284
358,1.43E-01,7.38E-03,5.1413
359,1.46E-01,7.56E-03,5.156
360,1.51E-01,7.87E-03,5.1729
361,1.59E-01,8.31E-03,5.1917
362,1.69E-01,8.82E-03,5.2125
363,1.78E-01,9.33E-03,5.2348
364,1.87E-01,9.82E-03,5.2587
365,1.95E-01,1.03E-02,5.2843
366,2.04E-01,1.08E-02,5.3117
367,2.11E-01,1.12E-02,5.3411
368,2.15E-01,1.15E-02,5.3727
369,2.15E-01,1.16E-02,5.4065
370,2.11E-01,1.14E-02,5.4425
371,2.05E-01,1.12E-02,5.4809
372,2.00E-01,1.10E-02,5.5214
373,1.99E-01,1.11E-02,5.5639
374,2.01E-01,1.13E-02,5.6084
375,2.08E-01,1.18E-02,5.6548
376,2.18E-01,1.24E-02,5.7032
377,2.30E-01,1.32E-02,5.7533
378,2.37E-01,1.37E-02,5.8049
379,2.34E-01,1.37E-02,5.8579
380,2.23E-01,1.31E-02,5.9124
381,2.08E-01,1.24E-02,5.9678
382,1.96E-01,1.18E-02,6.0239
383,1.90E-01,1.16E-02,6.0805
384,1.91E-01,1.18E-02,6.1375
385,1.97E-01,1.23E-02,6.195
386,2.08E-01,1.30E-02,6.2524
387,2.21E-01,1.39E-02,6.3093
388,2.34E-01,1.49E-02,6.3656
389,2.43E-01,1.55E-02,6.4208
390,2.45E-01,1.58E-02,6.475
391,2.41E-01,1.57E-02,6.5282
392,2.34E-01,1.53E-02,6.5802
393,2.25E-01,1.49E-02,6.6311
394,2.19E-01,1.46E-02,6.6804
395,2.22E-01,1.50E-02,6.7279
396,2.37E-01,1.61E-02,6.7736
397,2.59E-01,1.78E-02,6.8177
398,2.84E-01,1.96E-02,6.8605
399,3.10E-01,2.15E-02,6.9026
400,3.35E-01,2.34E-02,6.9442
401,3.56E-01,2.50E-02,6.9854
402,3.67E-01,2.58E-02,7.0264
403,3.74E-01,2.64E-02,7.0668
404,3.78E-01,2.68E-02,7.1067
405,3.79E-01,2.70E-02,7.146
406,3.80E-01,2.72E-02,7.1851
407,3.83E-01,2.76E-02,7.2238
408,3.87E-01,2.80E-02,7.2622
409,3.91E-01,2.85E-02,7.3006
410,3.97E-01,2.91E-02,7.3397
411,4.04E-01,2.98E-02,7.3801
412,4.11E-01,3.05E-02,7.4216
413,4.17E-01,3.11E-02,7.4642
414,4.20E-01,3.16E-02,7.5081
415,4.21E-01,3.18E-02,7.5536
416,4.21E-01,3.20E-02,7.601
417,4.19E-01,3.20E-02,7.6505
418,4.18E-01,3.22E-02,7.7015
419,4.20E-01,3.25E-02,7.7537
420,4.22E-01,3.29E-02,7.8068
421,4.24E-01,3.33E-02,7.8606
422,4.23E-01,3.35E-02,7.9149
423,4.21E-01,3.36E-02,7.9698
424,4.20E-01,3.37E-02,8.0256
425,4.20E-01,3.39E-02,8.0826
426,4.17E-01,3.40E-02,8.1405
427,4.10E-01,3.36E-02,8.1994
428,3.96E-01,3.26E-02,8.2591
429,3.77E-01,3.13E-02,8.3194
430,3.72E-01,3.12E-02,8.3802
431,3.86E-01,3.26E-02,8.4414
432,4.11E-01,3.50E-02,8.5026
433,4.30E-01,3.68E-02,8.5637
434,4.43E-01,3.82E-02,8.6243
435,4.55E-01,3.95E-02,8.6845
436,4.62E-01,4.04E-02,8.7438
437,4.60E-01,4.05E-02,8.8022
438,4.54E-01,4.02E-02,8.8595
439,4.56E-01,4.06E-02,8.9154
