Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.13E-01,3.04E-03,2.6632
351,1.17E-01,3.13E-03,2.6657
352,1.21E-01,3.23E-03,2.6691
353,1.24E-01,3.30E-03,2.6733
354,1.26E-01,3.34E-03,2.6784
355,1.26E-01,3.37E-03,2.6843
356,1.27E-01,3.40E-03,2.6906
357,1.27E-01,3.44E-03,2.698
358,1.28E-01,3.49E-03,2.7064
359,1.31E-01,3.58E-03,2.7161
360,1.36E-01,3.73E-03,2.7271
361,1.43E-01,3.94E-03,2.7392
362,1.51E-01,4.18E-03,2.7523
363,1.60E-01,4.42E-03,2.7663
364,1.67E-01,4.66E-03,2.7812
365,1.75E-01,4.89E-03,2.7972
366,1.83E-01,5.13E-03,2.8143
367,1.89E-01,5.33E-03,2.8324
368,1.93E-01,5.46E-03,2.8517
369,1.93E-01,5.51E-03,2.8721
370,1.89E-01,5.45E-03,2.8936
371,1.84E-01,5.36E-03,2.9162
372,1.80E-01,5.28E-03,2.9399
373,1.78E-01,5.29E-03,2.9646
374,1.80E-01,5.41E-03,2.9904
375,1.86E-01,5.65E-03,3.0172
376,1.95E-01,5.96E-03,3.0451
377,2.06E-01,6.34E-03,3.074
378,2.13E-01,6.59E-03,3.1039
379,2.10E-01,6.58E-03,3.1349
380,2.00E-01,6.32E-03,3.1668
381,1.86E-01,5.96E-03,3.1995
382,1.76E-01,5.69E-03,3.2329
383,1.71E-01,5.60E-03,3.2669
384,1.72E-01,5.69E-03,3.3015
385,1.77E-01,5.94E-03,3.3368
386,1.86E-01,6.30E-03,3.3725
387,1.98E-01,6.75E-03,3.4086
388,2.10E-01,7.21E-03,3.445
389,2.18E-01,7.56E-03,3.4814
390,2.20E-01,7.69E-03,3.5179
391,2.16E-01,7.65E-03,3.5546
392,2.10E-01,7.51E-03,3.5913
393,2.02E-01,7.32E-03,3.628
394,1.97E-01,7.22E-03,3.6645
395,2.00E-01,7.42E-03,3.7008
396,2.13E-01,7.99E-03,3.7368
397,2.33E-01,8.85E-03,3.7729
398,2.55E-01,9.79E-03,3.8091
399,2.79E-01,1.08E-02,3.8456
400,3.01E-01,1.18E-02,3.8827
401,3.20E-01,1.26E-02,3.9201
402,3.29E-01,1.30E-02,3.9578
403,3.36E-01,1.34E-02,3.9957
404,3.39E-01,1.36E-02,4.0335
405,3.41E-01,1.38E-02,4.0711
406,3.42E-01,1.40E-02,4.1086
407,3.44E-01,1.42E-02,4.1459
408,3.48E-01,1.45E-02,4.183
409,3.52E-01,1.48E-02,4.2202
410,3.57E-01,1.52E-02,4.2576
411,3.63E-01,1.56E-02,4.2953
412,3.70E-01,1.60E-02,4.3334
413,3.75E-01,1.64E-02,4.3721
414,3.78E-01,1.67E-02,4.4109
415,3.79E-01,1.69E-02,4.4499
416,3.78E-01,1.70E-02,4.4888
417,3.77E-01,1.71E-02,4.5276
418,3.76E-01,1.72E-02,4.5662
419,3.78E-01,1.74E-02,4.6042
420,3.80E-01,1.76E-02,4.6414
421,3.82E-01,1.78E-02,4.6775
422,3.81E-01,1.80E-02,4.7127
423,3.79E-01,1.80E-02,4.7471
424,3.78E-01,1.81E-02,4.7809
425,3.78E-01,1.82E-02,4.814
426,3.76E-01,1.82E-02,4.8463
427,3.69E-01,1.80E-02,4.878
428,3.56E-01,1.75E-02,4.909
429,3.39E-01,1.68E-02,4.9394
430,3.35E-01,1.66E-02,4.9693
431,3.47E-01,1.74E-02,4.9987
432,3.70E-01,1.86E-02,5.0274
433,3.87E-01,1.96E-02,5.0554
