Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.17E-01,2.19E-03,1.8295
351,1.21E-01,2.22E-03,1.8293
352,1.26E-01,2.25E-03,1.8291
353,1.29E-01,2.29E-03,1.8287
354,1.30E-01,2.32E-03,1.8284
355,1.31E-01,2.35E-03,1.8283
356,1.32E-01,2.38E-03,1.8286
357,1.32E-01,2.42E-03,1.8296
358,1.34E-01,2.47E-03,1.8313
359,1.36E-01,2.53E-03,1.8337
360,1.41E-01,2.62E-03,1.8368
361,1.49E-01,2.74E-03,1.8405
362,1.58E-01,2.89E-03,1.8447
363,1.66E-01,3.07E-03,1.8495
364,1.75E-01,3.24E-03,1.8551
365,1.83E-01,3.40E-03,1.8617
366,1.91E-01,3.56E-03,1.8696
367,1.98E-01,3.69E-03,1.8787
368,2.01E-01,3.77E-03,1.8891
369,2.01E-01,3.80E-03,1.9006
370,1.98E-01,3.77E-03,1.9134
371,1.93E-01,3.71E-03,1.9272
372,1.88E-01,3.66E-03,1.942
373,1.86E-01,3.66E-03,1.9577
374,1.89E-01,3.74E-03,1.9745
375,1.95E-01,3.90E-03,1.9925
376,2.04E-01,4.11E-03,2.0117
377,2.16E-01,4.36E-03,2.0321
378,2.23E-01,4.54E-03,2.0538
379,2.20E-01,4.56E-03,2.077
380,2.10E-01,4.41E-03,2.1015
381,1.96E-01,4.17E-03,2.1268
382,1.84E-01,3.99E-03,2.1527
383,1.79E-01,3.93E-03,2.1793
384,1.80E-01,3.99E-03,2.2066
385,1.86E-01,4.17E-03,2.235
386,1.96E-01,4.44E-03,2.2646
387,2.08E-01,4.77E-03,2.2954
388,2.20E-01,5.11E-03,2.3274
389,2.29E-01,5.38E-03,2.3603
390,2.31E-01,5.50E-03,2.3939
391,2.27E-01,5.49E-03,2.428
392,2.21E-01,5.41E-03,2.4626
393,2.12E-01,5.30E-03,2.4972
394,2.07E-01,5.25E-03,2.5319
395,2.10E-01,5.40E-03,2.5665
396,2.23E-01,5.80E-03,2.6013
397,2.44E-01,6.43E-03,2.6365
398,2.67E-01,7.15E-03,2.6722
399,2.92E-01,7.95E-03,2.7086
400,3.17E-01,8.75E-03,2.7455
401,3.38E-01,9.47E-03,2.7827
402,3.49E-01,9.90E-03,2.8199
403,3.56E-01,1.02E-02,2.8569
404,3.59E-01,1.04E-02,2.8937
405,3.60E-01,1.05E-02,2.9301
406,3.60E-01,1.06E-02,2.9659
407,3.63E-01,1.08E-02,3.001
408,3.66E-01,1.11E-02,3.0357
409,3.71E-01,1.14E-02,3.0702
410,3.76E-01,1.17E-02,3.1047
411,3.83E-01,1.20E-02,3.1391
412,3.90E-01,1.24E-02,3.1732
413,3.95E-01,1.27E-02,3.2069
414,3.99E-01,1.29E-02,3.2403
415,4.00E-01,1.31E-02,3.273
416,3.99E-01,1.32E-02,3.3048
417,3.97E-01,1.33E-02,3.336
418,3.97E-01,1.34E-02,3.3669
419,3.98E-01,1.35E-02,3.3976
420,4.00E-01,1.37E-02,3.4275
421,4.02E-01,1.39E-02,3.4563
422,4.01E-01,1.40E-02,3.4837
423,4.00E-01,1.40E-02,3.51
424,3.99E-01,1.41E-02,3.5352
425,3.99E-01,1.42E-02,3.5596
426,3.97E-01,1.42E-02,3.5831
427,3.90E-01,1.41E-02,3.6057
428,3.76E-01,1.37E-02,3.6276
429,3.59E-01,1.31E-02,3.6488
430,3.54E-01,1.30E-02,3.6696
431,3.67E-01,1.35E-02,3.69
432,3.91E-01,1.45E-02,3.7098
433,4.09E-01,1.52E-02,3.7287
434,4.21E-01,1.58E-02,3.7471
435,4.32E-01,1.63E-02,3.7653
436,4.39E-01,1.66E-02,3.7835
437,4.38E-01,1.66E-02,3.8019
438,4.32E-01,1.65E-02,3.8202
439,4.34E-01,1.67E-02,3.8384
440,4.45E-01,1.71E-02,3.8567
441,4.60E-01,1.78E-02,3.8749
442,4.73E-01,1.83E-02,3.8931
443,4.80E-01,1.87E-02,3.9114
444,4.81E-01,1.89E-02,3.9295
445,4.81E-01,1.90E-02,3.9475
446,4.85E-01,1.92E-02,3.9653
447,4.94E-01,1.96E-02,3.9831
448,5.06E-01,2.02E-02,4.0005
449,5.17E-01,2.07E-02,4.0169
450,5.23E-01,2.11E-02,4.0325
451,5.22E-01,2.12E-02,4.0475
452,5.14E-01,2.10E-02,4.062
453,5.07E-01,2.08E-02,4.0756
454,5.10E-01,2.09E-02,4.0887
455,5.18E-01,2.13E-02,4.1013
456,5.25E-01,2.16E-02,4.1131
457,5.27E-01,2.17E-02,4.1234
458,5.26E-01,2.17E-02,4.132
459,5.25E-01,2.18E-02,4.1392
460,5.30E-01,2.20E-02,4.1457
461,5.36E-01,2.22E-02,4.1523
462,5.40E-01,2.25E-02,4.1589
463,5.37E-01,2.24E-02,4.1652
464,5.32E-01,2.22E-02,4.171
465,5.26E-01,2.20E-02,4.1762
466,5.24E-01,2.19E-02,4.1811
467,5.24E-01,2.19E-02,4.1858
468,5.25E-01,2.20E-02,4.1908
469,5.25E-01,2.20E-02,4.1964
470,5.25E-01,2.20E-02,4.2026
471,5.29E-01,2.22E-02,4.2091
472,5.35E-01,2.24E-02,4.2155
473,5.39E-01,2.26E-02,4.2219
