Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.06E-01,2.88E-03,2.6585
351,1.10E-01,2.92E-03,2.6644
352,1.14E-01,2.98E-03,2.6729
353,1.16E-01,3.04E-03,2.684
354,1.18E-01,3.09E-03,2.6974
355,1.18E-01,3.14E-03,2.7126
356,1.19E-01,3.19E-03,2.7289
357,1.19E-01,3.25E-03,2.747
358,1.20E-01,3.34E-03,2.7671
359,1.22E-01,3.45E-03,2.7894
360,1.26E-01,3.60E-03,2.8138
361,1.33E-01,3.79E-03,2.8403
362,1.41E-01,4.04E-03,2.8685
363,1.48E-01,4.31E-03,2.8983
364,1.56E-01,4.57E-03,2.9293
365,1.63E-01,4.83E-03,2.9613
366,1.70E-01,5.08E-03,2.9943
367,1.75E-01,5.30E-03,3.0285
368,1.79E-01,5.45E-03,3.0636
369,1.79E-01,5.50E-03,3.0996
370,1.75E-01,5.46E-03,3.1364
371,1.70E-01,5.38E-03,3.174
372,1.66E-01,5.32E-03,3.2123
373,1.64E-01,5.34E-03,3.2511
374,1.66E-01,5.49E-03,3.2904
375,1.71E-01,5.75E-03,3.3301
376,1.79E-01,6.07E-03,3.3703
377,1.89E-01,6.47E-03,3.411
378,1.95E-01,6.74E-03,3.4519
379,1.93E-01,6.73E-03,3.4931
380,1.84E-01,6.47E-03,3.5348
381,1.71E-01,6.10E-03,3.5763
382,1.61E-01,5.83E-03,3.6176
383,1.56E-01,5.73E-03,3.6585
384,1.57E-01,5.82E-03,3.6995
385,1.62E-01,6.08E-03,3.7408
386,1.70E-01,6.47E-03,3.7828
387,1.80E-01,6.93E-03,3.8255
388,1.91E-01,7.39E-03,3.8689
389,1.98E-01,7.74E-03,3.9124
390,2.00E-01,7.87E-03,3.9559
391,1.97E-01,7.81E-03,3.9992
392,1.91E-01,7.66E-03,4.0424
393,1.84E-01,7.46E-03,4.0852
394,1.79E-01,7.36E-03,4.1276
395,1.81E-01,7.53E-03,4.1693
396,1.92E-01,8.08E-03,4.2101
397,2.11E-01,8.92E-03,4.2501
398,2.30E-01,9.87E-03,4.2893
399,2.51E-01,1.09E-02,4.328
400,2.71E-01,1.19E-02,4.3664
401,2.88E-01,1.28E-02,4.4042
402,2.96E-01,1.33E-02,4.4416
403,3.02E-01,1.36E-02,4.4779
404,3.05E-01,1.38E-02,4.5127
405,3.06E-01,1.39E-02,4.5459
406,3.07E-01,1.40E-02,4.5773
407,3.09E-01,1.42E-02,4.6068
408,3.12E-01,1.44E-02,4.6344
409,3.15E-01,1.47E-02,4.6602
410,3.20E-01,1.50E-02,4.6843
411,3.25E-01,1.53E-02,4.707
412,3.31E-01,1.57E-02,4.7283
413,3.36E-01,1.59E-02,4.7485
414,3.38E-01,1.61E-02,4.7675
415,3.39E-01,1.62E-02,4.7852
416,3.38E-01,1.62E-02,4.8014
417,3.36E-01,1.62E-02,4.8165
418,3.36E-01,1.62E-02,4.8309
419,3.37E-01,1.63E-02,4.8449
420,3.39E-01,1.64E-02,4.8581
421,3.40E-01,1.65E-02,4.8698
422,3.39E-01,1.65E-02,4.8798
423,3.38E-01,1.65E-02,4.8881
424,3.36E-01,1.65E-02,4.8951
425,3.36E-01,1.65E-02,4.901
426,3.34E-01,1.64E-02,4.9061
427,3.28E-01,1.61E-02,4.9105
428,3.16E-01,1.56E-02,4.9145
429,3.02E-01,1.49E-02,4.9182
430,2.97E-01,1.47E-02,4.9218
431,3.07E-01,1.51E-02,4.9252
432,3.27E-01,1.61E-02,4.9278
433,3.42E-01,1.68E-02,4.9293
434,3.52E-01,1.74E-02,4.93
435,3.62E-01,1.78E-02,4.9311
436,3.67E-01,1.81E-02,4.933
437,3.66E-01,1.81E-02,4.9358
438,3.61E-01,1.79E-02,4.9392
439,3.62E-01,1.80E-02,4.9432
440,3.71E-01,1.84E-02,4.9477
441,3.84E-01,1.89E-02,4.953
442,3.95E-01,1.94E-02,4.959
443,4.01E-01,1.98E-02,4.9658
444,4.01E-01,1.99E-02,4.973
445,4.01E-01,2.00E-02,4.9807
446,4.04E-01,2.01E-02,4.9891
447,4.12E-01,2.04E-02,4.9982
448,4.22E-01,2.10E-02,5.0075
449,4.32E-01,2.16E-02,5.0162
450,4.36E-01,2.19E-02,5.0243
451,4.34E-01,2.20E-02,5.0322
452,4.27E-01,2.17E-02,5.0396
453,4.20E-01,2.14E-02,5.0467
454,4.23E-01,2.15E-02,5.0538
455,4.29E-01,2.17E-02,5.0611
456,4.35E-01,2.19E-02,5.0676
457,4.37E-01,2.21E-02,5.0717
458,4.36E-01,2.21E-02,5.0718
459,4.35E-01,2.22E-02,5.0689
460,4.39E-01,2.23E-02,5.0652
461,4.43E-01,2.25E-02,5.0632
462,4.47E-01,2.26E-02,5.0631
463,4.44E-01,2.25E-02,5.0639
464,4.40E-01,2.23E-02,5.0645
465,4.35E-01,2.21E-02,5.0643
466,4.33E-01,2.20E-02,5.0633
467,4.33E-01,2.19E-02,5.0622
468,4.34E-01,2.19E-02,5.0618
469,4.33E-01,2.19E-02,5.0625
470,4.33E-01,2.19E-02,5.0646
471,4.37E-01,2.19E-02,5.0672
472,4.43E-01,2.21E-02,5.0695
473,4.47E-01,2.23E-02,5.0719
474,4.48E-01,2.24E-02,5.0744
475,4.46E-01,2.27E-02,5.0775
476,4.43E-01,2.28E-02,5.0811
477,4.42E-01,2.29E-02,5.0853
478,4.46E-01,2.30E-02,5.0897
479,4.51E-01,2.31E-02,5.0943
480,4.55E-01,2.32E-02,5.0992
481,4.57E-01,2.33E-02,5.1047
482,4.55E-01,2.32E-02,5.1109
483,4.50E-01,2.30E-02,5.1176
484,4.34E-01,2.22E-02,5.1248
485,4.17E-01,2.14E-02,5.1326
486,4.05E-01,2.08E-02,5.141
487,4.09E-01,2.10E-02,5.15
488,4.21E-01,2.17E-02,5.1595
489,4.34E-01,2.24E-02,5.169
490,4.38E-01,2.26E-02,5.1781
491,4.36E-01,2.26E-02,5.1875
492,4.34E-01,2.26E-02,5.1985
493,4.37E-01,2.29E-02,5.2142
494,4.42E-01,2.32E-02,5.2355
495,4.46E-01,2.35E-02,5.2616
496,4.45E-01,2.36E-02,5.2906
497,4.43E-01,2.36E-02,5.3222
498,4.39E-01,2.35E-02,5.3564
499,4.33E-01,2.34E-02,5.394
500,4.28E-01,2.33E-02,5.4369
501,4.24E-01,2.33E-02,5.4848
502,4.23E-01,2.35E-02,5.5368
503,4.25E-01,2.38E-02,5.595
504,4.30E-01,2.44E-02,5.6586
505,4.35E-01,2.49E-02,5.7293
506,4.37E-01,2.54E-02,5.806
507,4.36E-01,2.57E-02,5.8898
508,4.35E-01,2.60E-02,5.9818
509,4.36E-01,2.65E-02,6.0814
510,4.38E-01,2.71E-02,6.1913
511,4.38E-01,2.76E-02,6.3119
512,4.34E-01,2.79E-02,6.4432
513,4.29E-01,2.82E-02,6.5851
514,4.24E-01,2.86E-02,6.738
515,4.15E-01,2.86E-02,6.901
516,4.02E-01,2.84E-02,7.0742
517,3.92E-01,2.85E-02,7.2579
518,3.95E-01,2.94E-02,7.4545
519,4.06E-01,3.11E-02,7.6586
520,4.17E-01,3.28E-02,7.8694
521,4.23E-01,3.41E-02,8.0832
522,4.25E-01,3.53E-02,8.296
523,4.29E-01,3.65E-02,8.5085
524,4.30E-01,3.75E-02,8.7227
525,4.27E-01,3.82E-02,8.9346
526,4.19E-01,3.83E-02,9.1436
527,4.19E-01,3.92E-02,9.3469
528,4.27E-01,4.07E-02,9.5433
529,4.39E-01,4.27E-02,9.7248
530,4.43E-01,4.39E-02,9.8924
531,4.41E-01,4.43E-02,10.0457
532,4.36E-01,4.44E-02,10.1844
533,4.34E-01,4.48E-02,10.3101
534,4.36E-01,4.55E-02,10.4237
535,4.40E-01,4.63E-02,10.5289
536,4.41E-01,4.68E-02,10.6282
537,4.39E-01,4.70E-02,10.7184
538,4.35E-01,4.69E-02,10.8016
539,4.29E-01,4.67E-02,10.8788
540,4.25E-01,4.65E-02,10.9519
541,4.22E-01,4.65E-02,11.0233
542,4.25E-01,4.71E-02,11.0923
543,4.29E-01,4.77E-02,11.1595
544,4.31E-01,4.82E-02,11.2144
545,4.32E-01,4.85E-02,11.257
546,4.32E-01,4.86E-02,11.2977
547,4.30E-01,4.87E-02,11.3362
548,4.31E-01,4.89E-02,11.3714
549,4.32E-01,4.92E-02,11.4016
550,4.33E-01,4.95E-02,11.4257
551,4.32E-01,4.95E-02,11.4467
552,4.32E-01,4.96E-02,11.4634
553,4.33E-01,4.97E-02,11.4714
554,4.34E-01,4.98E-02,11.4654
555,4.33E-01,4.96E-02,11.4469
556,4.29E-01,4.90E-02,11.4157
557,4.23E-01,4.82E-02,11.3705
558,4.19E-01,4.74E-02,11.3126
559,4.18E-01,4.70E-02,11.243
560,4.19E-01,4.68E-02,11.1613
561,4.22E-01,4.68E-02,11.0688
562,4.24E-01,4.66E-02,10.9656
563,4.24E-01,4.60E-02,10.8526
564,4.23E-01,4.54E-02,10.7275
565,4.21E-01,4.47E-02,10.5938
566,4.20E-01,4.39E-02,10.4541
567,4.19E-01,4.32E-02,10.3106
568,4.16E-01,4.24E-02,10.1658
569,4.13E-01,4.14E-02,10.0212
570,4.11E-01,4.06E-02,9.8799
571,4.13E-01,4.01E-02,9.7332
572,4.17E-01,3.98E-02,9.587
573,4.21E-01,3.96E-02,9.4418
574,4.20E-01,3.89E-02,9.3006
575,4.17E-01,3.82E-02,9.1643
576,4.16E-01,3.76E-02,9.0408
577,4.15E-01,3.70E-02,8.925
578,4.15E-01,3.65E-02,8.817
579,4.16E-01,3.62E-02,8.718
580,4.19E-01,3.61E-02,8.6294
581,4.23E-01,3.61E-02,8.5459
582,4.25E-01,3.60E-02,8.4665
583,4.26E-01,3.57E-02,8.395
584,4.23E-01,3.53E-02,8.3277
585,4.19E-01,3.47E-02,8.2659
