Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.26E-01,6.70E-03,5.2983
351,1.30E-01,6.91E-03,5.3019
352,1.35E-01,7.15E-03,5.3068
353,1.38E-01,7.33E-03,5.3131
354,1.40E-01,7.44E-03,5.3206
355,1.41E-01,7.50E-03,5.3292
356,1.41E-01,7.55E-03,5.3387
357,1.42E-01,7.61E-03,5.3497
358,1.43E-01,7.71E-03,5.3626
359,1.46E-01,7.89E-03,5.3775
360,1.51E-01,8.20E-03,5.3945
361,1.59E-01,8.65E-03,5.4134
362,1.69E-01,9.18E-03,5.434
363,1.78E-01,9.71E-03,5.4562
364,1.87E-01,1.02E-02,5.48
365,1.95E-01,1.07E-02,5.5055
366,2.04E-01,1.12E-02,5.533
367,2.11E-01,1.17E-02,5.5628
368,2.15E-01,1.20E-02,5.5947
369,2.15E-01,1.21E-02,5.629
370,2.11E-01,1.19E-02,5.6655
371,2.05E-01,1.17E-02,5.7042
372,2.00E-01,1.15E-02,5.7451
373,1.99E-01,1.15E-02,5.788
374,2.01E-01,1.17E-02,5.8327
375,2.08E-01,1.22E-02,5.8793
376,2.18E-01,1.29E-02,5.9278
377,2.30E-01,1.37E-02,5.9777
378,2.37E-01,1.43E-02,6.029
379,2.34E-01,1.42E-02,6.0816
380,2.23E-01,1.36E-02,6.1353
381,2.08E-01,1.28E-02,6.1897
382,1.96E-01,1.22E-02,6.2443
383,1.90E-01,1.20E-02,6.299
384,1.91E-01,1.22E-02,6.3538
385,1.97E-01,1.27E-02,6.4086
386,2.08E-01,1.34E-02,6.4633
387,2.21E-01,1.44E-02,6.5176
388,2.34E-01,1.53E-02,6.5714
389,2.43E-01,1.60E-02,6.6242
390,2.45E-01,1.63E-02,6.6761
391,2.41E-01,1.61E-02,6.7269
392,2.34E-01,1.58E-02,6.7767
393,2.25E-01,1.53E-02,6.8251
394,2.19E-01,1.51E-02,6.8719
395,2.22E-01,1.54E-02,6.9169
396,2.37E-01,1.65E-02,6.9604
397,2.59E-01,1.82E-02,7.0026
398,2.84E-01,2.01E-02,7.044
399,3.10E-01,2.20E-02,7.085
400,3.35E-01,2.40E-02,7.1259
401,3.56E-01,2.56E-02,7.1666
402,3.67E-01,2.65E-02,7.2073
403,3.74E-01,2.71E-02,7.2476
404,3.78E-01,2.74E-02,7.2873
405,3.79E-01,2.77E-02,7.3265
406,3.80E-01,2.79E-02,7.3651
407,3.83E-01,2.83E-02,7.4034
408,3.87E-01,2.87E-02,7.4415
409,3.91E-01,2.92E-02,7.48
410,3.97E-01,2.98E-02,7.5196
411,4.04E-01,3.05E-02,7.5603
412,4.11E-01,3.12E-02,7.6022
413,4.17E-01,3.19E-02,7.6452
414,4.20E-01,3.23E-02,7.6893
415,4.21E-01,3.26E-02,7.7348
416,4.21E-01,3.27E-02,7.7817
417,4.19E-01,3.28E-02,7.8302
418,4.18E-01,3.29E-02,7.8802
419,4.20E-01,3.33E-02,7.9316
420,4.22E-01,3.37E-02,7.9841
421,4.24E-01,3.40E-02,8.0371
422,4.23E-01,3.42E-02,8.0907
423,4.21E-01,3.43E-02,8.1448
424,4.20E-01,3.44E-02,8.1998
425,4.20E-01,3.46E-02,8.2558
426,4.17E-01,3.47E-02,8.3127
427,4.10E-01,3.43E-02,8.3706
428,3.96E-01,3.33E-02,8.4293
429,3.77E-01,3.20E-02,8.4886
430,3.72E-01,3.18E-02,8.5484
431,3.86E-01,3.32E-02,8.6086
432,4.11E-01,3.56E-02,8.6688
433,4.30E-01,3.75E-02,8.7284
434,4.43E-01,3.89E-02,8.7875
435,4.55E-01,4.02E-02,8.8461
436,4.62E-01,4.11E-02,8.9041
437,4.60E-01,4.13E-02,8.9611
438,4.54E-01,4.10E-02,9.0168
439,4.56E-01,4.14E-02,9.0713
440,4.68E-01,4.27E-02,9.1245
441,4.84E-01,4.44E-02,9.1759
442,4.98E-01,4.60E-02,9.2255
443,5.05E-01,4.69E-02,9.2732
444,5.06E-01,4.72E-02,9.3188
445,5.06E-01,4.74E-02,9.3622
446,5.10E-01,4.80E-02,9.4032
447,5.20E-01,4.91E-02,9.4421
448,5.33E-01,5.05E-02,9.4788
449,5.45E-01,5.18E-02,9.5135
450,5.51E-01,5.26E-02,9.5459
451,5.48E-01,5.25E-02,9.5761
452,5.40E-01,5.19E-02,9.6045
453,5.32E-01,5.12E-02,9.6311
454,5.35E-01,5.17E-02,9.6561
455,5.43E-01,5.26E-02,9.6798
456,5.51E-01,5.35E-02,9.7023
457,5.54E-01,5.38E-02,9.7234
458,5.53E-01,5.38E-02,9.743
459,5.51E-01,5.38E-02,9.7616
460,5.57E-01,5.44E-02,9.7798
461,5.63E-01,5.51E-02,9.7983
462,5.67E-01,5.57E-02,9.8172
463,5.64E-01,5.55E-02,9.8365
464,5.59E-01,5.50E-02,9.8561
465,5.53E-01,5.46E-02,9.8759
466,5.51E-01,5.45E-02,9.8961
467,5.51E-01,5.46E-02,9.9172
468,5.52E-01,5.49E-02,9.9392
469,5.51E-01,5.49E-02,9.9625
470,5.52E-01,5.51E-02,9.9872
471,5.56E-01,5.57E-02,10.0133
472,5.64E-01,5.66E-02,10.0406
473,5.69E-01,5.72E-02,10.0694
474,5.70E-01,5.75E-02,10.0997
475,5.67E-01,5.75E-02,10.1315
476,5.65E-01,5.75E-02,10.1648
477,5.65E-01,5.77E-02,10.1996
478,5.71E-01,5.85E-02,10.2361
479,5.77E-01,5.93E-02,10.2741
480,5.82E-01,6.00E-02,10.3139
481,5.84E-01,6.04E-02,10.3552
482,5.82E-01,6.05E-02,10.3981
483,5.75E-01,6.01E-02,10.4425
484,5.55E-01,5.82E-02,10.4884
485,5.34E-01,5.62E-02,10.5357
486,5.18E-01,5.48E-02,10.5841
487,5.25E-01,5.58E-02,10.6337
488,5.40E-01,5.77E-02,10.6845
489,5.57E-01,5.98E-02,10.7365
490,5.61E-01,6.05E-02,10.7893
491,5.60E-01,6.07E-02,10.8429
492,5.56E-01,6.06E-02,10.8971
493,5.61E-01,6.15E-02,10.9523
494,5.68E-01,6.25E-02,11.0087
495,5.73E-01,6.34E-02,11.0662
496,5.72E-01,6.36E-02,11.124
497,5.68E-01,6.35E-02,11.1817
498,5.64E-01,6.33E-02,11.2393
499,5.57E-01,6.29E-02,11.2969
500,5.51E-01,6.25E-02,11.3544
501,5.46E-01,6.23E-02,11.4118
502,5.45E-01,6.25E-02,11.4692
503,5.48E-01,6.32E-02,11.5264
504,5.54E-01,6.42E-02,11.5836
505,5.60E-01,6.53E-02,11.6405
506,5.63E-01,6.59E-02,11.6972
507,5.61E-01,6.60E-02,11.7535
508,5.60E-01,6.61E-02,11.8094
509,5.62E-01,6.66E-02,11.865
510,5.65E-01,6.74E-02,11.9205
511,5.65E-01,6.76E-02,11.9758
512,5.60E-01,6.74E-02,12.0309
513,5.53E-01,6.68E-02,12.0857
514,5.48E-01,6.65E-02,12.1403
515,5.36E-01,6.54E-02,12.1949
516,5.20E-01,6.37E-02,12.2494
517,5.07E-01,6.24E-02,12.3039
518,5.11E-01,6.31E-02,12.3585
519,5.26E-01,6.53E-02,12.4133
520,5.40E-01,6.73E-02,12.4681
521,5.48E-01,6.86E-02,12.5231
522,5.51E-01,6.92E-02,12.5782
523,5.56E-01,7.02E-02,12.633
524,5.57E-01,7.07E-02,12.6876
525,5.53E-01,7.05E-02,12.7422
526,5.42E-01,6.94E-02,12.7971
527,5.43E-01,6.98E-02,12.8525
528,5.53E-01,7.14E-02,12.9084
529,5.70E-01,7.39E-02,12.9646
530,5.75E-01,7.49E-02,13.0211
531,5.72E-01,7.48E-02,13.0779
532,5.65E-01,7.42E-02,13.1351
533,5.63E-01,7.43E-02,13.1928
534,5.66E-01,7.50E-02,13.2506
535,5.72E-01,7.60E-02,13.3088
536,5.72E-01,7.64E-02,13.3673
537,5.70E-01,7.64E-02,13.426
538,5.65E-01,7.60E-02,13.4849
539,5.57E-01,7.54E-02,13.5438
540,5.51E-01,7.50E-02,13.6028
541,5.49E-01,7.50E-02,13.6617
542,5.53E-01,7.59E-02,13.7206
543,5.58E-01,7.69E-02,13.7798
544,5.61E-01,7.77E-02,13.839
545,5.62E-01,7.82E-02,13.8982
546,5.62E-01,7.85E-02,13.9572
547,5.60E-01,7.85E-02,14.016
548,5.61E-01,7.89E-02,14.0747
549,5.62E-01,7.95E-02,14.1331
550,5.64E-01,8.00E-02,14.1913
551,5.63E-01,8.02E-02,14.2489
552,5.63E-01,8.05E-02,14.306
553,5.64E-01,8.10E-02,14.3627
554,5.65E-01,8.15E-02,14.4189
555,5.64E-01,8.16E-02,14.4744
556,5.59E-01,8.13E-02,14.5293
557,5.52E-01,8.05E-02,14.5838
558,5.47E-01,8.00E-02,14.6382
559,5.45E-01,8.00E-02,14.6928
560,5.47E-01,8.06E-02,14.7474
561,5.51E-01,8.16E-02,14.8019
562,5.54E-01,8.22E-02,14.8559
563,5.54E-01,8.25E-02,14.9093
564,5.52E-01,8.25E-02,14.9622
565,5.50E-01,8.25E-02,15.0145
566,5.48E-01,8.25E-02,15.0659
567,5.47E-01,8.26E-02,15.1165
568,5.44E-01,8.25E-02,15.1663
569,5.39E-01,8.21E-02,15.2152
570,5.37E-01,8.20E-02,15.2632
571,5.39E-01,8.26E-02,15.3103
572,5.45E-01,8.37E-02,15.3563
573,5.50E-01,8.47E-02,15.402
574,5.48E-01,8.48E-02,15.4476
575,5.46E-01,8.46E-02,15.4933
576,5.44E-01,8.46E-02,15.5389
577,5.43E-01,8.46E-02,15.5845
578,5.43E-01,8.48E-02,15.6298
579,5.44E-01,8.53E-02,15.6749
580,5.49E-01,8.62E-02,15.7195
581,5.53E-01,8.71E-02,15.7638
582,5.56E-01,8.78E-02,15.8077
583,5.57E-01,8.83E-02,15.8511
584,5.54E-01,8.80E-02,15.8939
585,5.49E-01,8.74E-02,15.9358
586,5.43E-01,8.67E-02,15.9771
587,5.30E-01,8.49E-02,16.0181
588,5.13E-01,8.24E-02,16.0583
