Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.13E-01,2.77E-03,2.4018
351,1.17E-01,2.80E-03,2.4023
352,1.21E-01,2.85E-03,2.4029
353,1.24E-01,2.90E-03,2.4036
354,1.26E-01,2.94E-03,2.4044
355,1.26E-01,2.98E-03,2.4055
356,1.27E-01,3.02E-03,2.4071
357,1.27E-01,3.07E-03,2.4094
358,1.28E-01,3.13E-03,2.4127
359,1.31E-01,3.21E-03,2.417
360,1.36E-01,3.32E-03,2.4224
361,1.43E-01,3.48E-03,2.4285
362,1.51E-01,3.67E-03,2.4352
363,1.60E-01,3.89E-03,2.4425
364,1.67E-01,4.10E-03,2.4506
365,1.75E-01,4.31E-03,2.46
366,1.83E-01,4.51E-03,2.471
367,1.89E-01,4.67E-03,2.4837
368,1.93E-01,4.78E-03,2.4982
369,1.93E-01,4.81E-03,2.5145
370,1.89E-01,4.77E-03,2.5328
371,1.84E-01,4.70E-03,2.5526
372,1.80E-01,4.64E-03,2.5738
373,1.78E-01,4.65E-03,2.5966
374,1.80E-01,4.76E-03,2.6211
375,1.86E-01,4.97E-03,2.6476
376,1.95E-01,5.23E-03,2.6761
377,2.06E-01,5.56E-03,2.7066
378,2.13E-01,5.79E-03,2.7397
379,2.10E-01,5.81E-03,2.7756
380,2.00E-01,5.62E-03,2.8141
381,1.86E-01,5.34E-03,2.8547
382,1.76E-01,5.12E-03,2.8972
383,1.71E-01,5.06E-03,2.9417
384,1.72E-01,5.16E-03,2.9884
385,1.77E-01,5.40E-03,3.0377
386,1.86E-01,5.77E-03,3.0901
387,1.98E-01,6.22E-03,3.1459
388,2.10E-01,6.69E-03,3.205
389,2.18E-01,7.07E-03,3.2671
390,2.20E-01,7.26E-03,3.3319
391,2.16E-01,7.29E-03,3.3994
392,2.10E-01,7.23E-03,3.4696
393,2.02E-01,7.13E-03,3.5419
394,1.97E-01,7.13E-03,3.6159
395,2.00E-01,7.38E-03,3.6916
396,2.13E-01,8.00E-03,3.7689
397,2.33E-01,8.94E-03,3.848
398,2.55E-01,1.00E-02,3.9289
399,2.79E-01,1.12E-02,4.0116
400,3.01E-01,1.24E-02,4.0958
401,3.20E-01,1.35E-02,4.1807
402,3.29E-01,1.41E-02,4.2657
403,3.36E-01,1.46E-02,4.3497
404,3.39E-01,1.50E-02,4.4321
405,3.41E-01,1.53E-02,4.5124
406,3.42E-01,1.57E-02,4.5902
407,3.44E-01,1.61E-02,4.6651
408,3.48E-01,1.65E-02,4.7375
409,3.52E-01,1.70E-02,4.8073
410,3.57E-01,1.75E-02,4.8744
411,3.63E-01,1.80E-02,4.9387
412,3.70E-01,1.86E-02,5.0004
413,3.75E-01,1.91E-02,5.0597
414,3.78E-01,1.94E-02,5.1161
415,3.79E-01,1.97E-02,5.1686
416,3.78E-01,1.98E-02,5.2165
417,3.77E-01,1.99E-02,5.2602
418,3.76E-01,2.00E-02,5.3009
419,3.78E-01,2.02E-02,5.3391
420,3.80E-01,2.04E-02,5.3744
421,3.82E-01,2.06E-02,5.4062
422,3.81E-01,2.07E-02,5.4349
423,3.79E-01,2.07E-02,5.4608
424,3.78E-01,2.07E-02,5.4844
425,3.78E-01,2.08E-02,5.5056
426,3.76E-01,2.08E-02,5.5248
427,3.69E-01,2.05E-02,5.5423
428,3.56E-01,1.99E-02,5.5586
429,3.39E-01,1.90E-02,5.5741
430,3.35E-01,1.87E-02,5.5889
431,3.47E-01,1.94E-02,5.6033
432,3.70E-01,2.06E-02,5.6169
433,3.87E-01,2.17E-02,5.6291
434,3.99E-01,2.24E-02,5.6401
435,4.09E-01,2.31E-02,5.651
436,4.16E-01,2.35E-02,5.6627
437,4.15E-01,2.36E-02,5.6751
438,4.09E-01,2.33E-02,5.688
439,4.10E-01,2.34E-02,5.7014
440,4.21E-01,2.40E-02,5.7153
441,4.36E-01,2.49E-02,5.7298
442,4.49E-01,2.57E-02,5.7449
443,4.55E-01,2.61E-02,5.761
444,4.56E-01,2.63E-02,5.7777
445,4.55E-01,2.64E-02,5.7951
446,4.59E-01,2.66E-02,5.8135
447,4.68E-01,2.72E-02,5.8325
448,4.80E-01,2.79E-02,5.8507
449,4.91E-01,2.87E-02,5.8673
450,4.97E-01,2.92E-02,5.883
451,4.94E-01,2.93E-02,5.8985
452,4.86E-01,2.89E-02,5.9136
453,4.79E-01,2.86E-02,5.9279
454,4.82E-01,2.87E-02,5.942
455,4.90E-01,2.92E-02,5.9561
456,4.97E-01,2.96E-02,5.9694
457,4.99E-01,2.99E-02,5.9804
458,4.98E-01,2.99E-02,5.988
459,4.97E-01,2.99E-02,5.9928
460,5.02E-01,3.01E-02,5.9956
461,5.08E-01,3.05E-02,5.9989
462,5.12E-01,3.08E-02,6.003
463,5.09E-01,3.06E-02,6.0068
464,5.04E-01,3.03E-02,6.0097
465,4.99E-01,3.00E-02,6.0114
466,4.97E-01,2.99E-02,6.0126
467,4.97E-01,2.99E-02,6.0133
468,4.98E-01,2.99E-02,6.0146
469,4.97E-01,2.99E-02,6.0178
470,4.98E-01,2.99E-02,6.023
471,5.02E-01,3.01E-02,6.0289
472,5.09E-01,3.05E-02,6.0336
473,5.15E-01,3.08E-02,6.0381
474,5.16E-01,3.09E-02,6.0431
475,5.13E-01,3.09E-02,6.0486
476,5.10E-01,3.10E-02,6.0548
477,5.09E-01,3.11E-02,6.0614
478,5.14E-01,3.14E-02,6.0679
479,5.20E-01,3.17E-02,6.0745
480,5.24E-01,3.20E-02,6.0817
481,5.27E-01,3.22E-02,6.0894
482,5.25E-01,3.21E-02,6.0981
483,5.19E-01,3.18E-02,6.1074
484,5.01E-01,3.07E-02,6.1171
485,4.82E-01,2.96E-02,6.1275
486,4.67E-01,2.87E-02,6.1385
487,4.73E-01,2.90E-02,6.1498
488,4.87E-01,2.99E-02,6.1615
489,5.03E-01,3.09E-02,6.1735
490,5.06E-01,3.13E-02,6.1854
491,5.05E-01,3.13E-02,6.1975
492,5.02E-01,3.12E-02,6.2103
493,5.07E-01,3.15E-02,6.2255
494,5.13E-01,3.20E-02,6.2441
495,5.17E-01,3.24E-02,6.2663
496,5.16E-01,3.25E-02,6.2905
497,5.13E-01,3.25E-02,6.3167
