Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.26E-01,3.84E-03,3.0197
351,1.30E-01,3.95E-03,3.0209
352,1.35E-01,4.08E-03,3.0225
353,1.38E-01,4.17E-03,3.0245
354,1.40E-01,4.22E-03,3.0268
355,1.41E-01,4.25E-03,3.0294
356,1.41E-01,4.28E-03,3.0325
357,1.42E-01,4.32E-03,3.0364
358,1.43E-01,4.38E-03,3.0414
359,1.46E-01,4.49E-03,3.0478
360,1.51E-01,4.66E-03,3.0557
361,1.59E-01,4.91E-03,3.0648
362,1.69E-01,5.20E-03,3.075
363,1.78E-01,5.49E-03,3.0861
364,1.87E-01,5.77E-03,3.0982
365,1.95E-01,6.06E-03,3.1115
366,2.04E-01,6.35E-03,3.1264
367,2.11E-01,6.60E-03,3.1432
368,2.15E-01,6.76E-03,3.1619
369,2.15E-01,6.80E-03,3.1826
370,2.11E-01,6.73E-03,3.205
371,2.05E-01,6.61E-03,3.2293
372,2.00E-01,6.52E-03,3.2552
373,1.99E-01,6.53E-03,3.2825
374,2.01E-01,6.68E-03,3.3115
375,2.08E-01,6.97E-03,3.342
376,2.18E-01,7.35E-03,3.3744
377,2.30E-01,7.82E-03,3.4081
378,2.37E-01,8.12E-03,3.4432
379,2.34E-01,8.11E-03,3.4795
380,2.23E-01,7.80E-03,3.5172
381,2.08E-01,7.38E-03,3.5557
382,1.96E-01,7.06E-03,3.5949
383,1.90E-01,6.97E-03,3.6348
384,1.91E-01,7.08E-03,3.6755
385,1.97E-01,7.38E-03,3.7167
386,2.08E-01,7.82E-03,3.7582
387,2.21E-01,8.39E-03,3.7998
388,2.34E-01,8.95E-03,3.8414
389,2.43E-01,9.38E-03,3.8826
390,2.45E-01,9.54E-03,3.9233
391,2.41E-01,9.49E-03,3.9638
392,2.34E-01,9.32E-03,4.0039
393,2.25E-01,9.08E-03,4.0434
394,2.19E-01,8.96E-03,4.082
395,2.22E-01,9.20E-03,4.1195
396,2.37E-01,9.89E-03,4.1558
397,2.59E-01,1.09E-02,4.1915
398,2.84E-01,1.21E-02,4.2269
399,3.10E-01,1.33E-02,4.2627
400,3.35E-01,1.45E-02,4.2989
401,3.56E-01,1.55E-02,4.3356
402,3.67E-01,1.61E-02,4.3726
403,3.74E-01,1.64E-02,4.4095
404,3.78E-01,1.67E-02,4.446
405,3.79E-01,1.69E-02,4.4826
406,3.80E-01,1.71E-02,4.519
407,3.83E-01,1.74E-02,4.5555
408,3.87E-01,1.77E-02,4.592
409,3.91E-01,1.81E-02,4.6292
410,3.97E-01,1.85E-02,4.6673
411,4.04E-01,1.90E-02,4.7067
