Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.17E-01,3.51E-03,2.9755
351,1.21E-01,3.61E-03,2.9762
352,1.26E-01,3.73E-03,2.9772
353,1.29E-01,3.82E-03,2.9782
354,1.30E-01,3.87E-03,2.9792
355,1.31E-01,3.91E-03,2.9806
356,1.32E-01,3.94E-03,2.9824
357,1.32E-01,3.97E-03,2.9853
358,1.34E-01,4.02E-03,2.9894
359,1.36E-01,4.12E-03,2.9949
360,1.41E-01,4.27E-03,3.0019
361,1.49E-01,4.50E-03,3.01
362,1.58E-01,4.76E-03,3.0188
363,1.66E-01,5.03E-03,3.0284
364,1.75E-01,5.29E-03,3.039
365,1.83E-01,5.55E-03,3.0513
366,1.91E-01,5.82E-03,3.0655
367,1.98E-01,6.04E-03,3.0821
368,2.01E-01,6.20E-03,3.1011
369,2.01E-01,6.25E-03,3.1227
370,1.98E-01,6.20E-03,3.1467
371,1.93E-01,6.10E-03,3.1729
372,1.88E-01,6.02E-03,3.2008
373,1.86E-01,6.04E-03,3.2304
374,1.89E-01,6.17E-03,3.2621
375,1.95E-01,6.44E-03,3.296
376,2.04E-01,6.80E-03,3.3323
377,2.16E-01,7.25E-03,3.3711
378,2.23E-01,7.55E-03,3.4132
379,2.20E-01,7.58E-03,3.4591
380,2.10E-01,7.35E-03,3.5086
381,1.96E-01,6.98E-03,3.5602
382,1.84E-01,6.71E-03,3.6131
383,1.79E-01,6.64E-03,3.6681
384,1.80E-01,6.77E-03,3.7238
385,1.86E-01,7.07E-03,3.7818
386,1.96E-01,7.52E-03,3.843
387,2.08E-01,8.09E-03,3.908
388,2.20E-01,8.69E-03,3.9771
389,2.29E-01,9.19E-03,4.0507
390,2.31E-01,9.45E-03,4.1296
391,2.27E-01,9.51E-03,4.2137
392,2.21E-01,9.45E-03,4.3024
393,2.12E-01,9.33E-03,4.3949
394,2.07E-01,9.31E-03,4.4894
395,2.10E-01,9.62E-03,4.5847
396,2.23E-01,1.04E-02,4.6802
397,2.44E-01,1.15E-02,4.7772
398,2.67E-01,1.29E-02,4.876
399,2.92E-01,1.45E-02,4.977
400,3.17E-01,1.62E-02,5.0807
401,3.38E-01,1.77E-02,5.1856
402,3.49E-01,1.87E-02,5.2913
403,3.56E-01,1.93E-02,5.3961
404,3.59E-01,1.97E-02,5.499
405,3.60E-01,2.00E-02,5.5993
406,3.60E-01,2.04E-02,5.6959
407,3.63E-01,2.09E-02,5.7881
408,3.66E-01,2.15E-02,5.8775
409,3.71E-01,2.21E-02,5.9657
410,3.76E-01,2.28E-02,6.0532
411,3.83E-01,2.35E-02,6.1373
412,3.90E-01,2.43E-02,6.2151
413,3.95E-01,2.49E-02,6.2858
414,3.99E-01,2.55E-02,6.3521
415,4.00E-01,2.58E-02,6.4162
416,3.99E-01,2.60E-02,6.4805
417,3.97E-01,2.61E-02,6.5422
418,3.97E-01,2.62E-02,6.5993
419,3.98E-01,2.64E-02,6.6521
420,4.00E-01,2.67E-02,6.701
421,4.02E-01,2.70E-02,6.7467
422,4.01E-01,2.71E-02,6.7907
423,4.00E-01,2.72E-02,6.8325
424,3.99E-01,2.74E-02,6.8714
425,3.99E-01,2.75E-02,6.908
426,3.97E-01,2.76E-02,6.9426
427,3.90E-01,2.72E-02,6.9757
428,3.76E-01,2.65E-02,7.0081
429,3.59E-01,2.55E-02,7.0402
430,3.54E-01,2.51E-02,7.0727
431,3.67E-01,2.59E-02,7.1054
432,3.91E-01,2.76E-02,7.1367
433,4.09E-01,2.91E-02,7.1646
434,4.21E-01,3.02E-02,7.1898
435,4.32E-01,3.11E-02,7.2146
436,4.39E-01,3.18E-02,7.2403
437,4.38E-01,3.19E-02,7.2666
438,4.32E-01,3.16E-02,7.2924
439,4.34E-01,3.18E-02,7.3173
440,4.45E-01,3.26E-02,7.3416
441,4.60E-01,3.39E-02,7.3652
442,4.73E-01,3.50E-02,7.3886
443,4.80E-01,3.57E-02,7.4122
444,4.81E-01,3.59E-02,7.4353
445,4.81E-01,3.59E-02,7.458
446,4.85E-01,3.62E-02,7.481
447,4.94E-01,3.68E-02,7.5047
448,5.06E-01,3.77E-02,7.5266
449,5.17E-01,3.87E-02,7.5452
450,5.23E-01,3.95E-02,7.5615
451,5.22E-01,3.98E-02,7.5774
452,5.14E-01,3.95E-02,7.5928
453,5.07E-01,3.89E-02,7.6073
454,5.10E-01,3.90E-02,7.6226
455,5.18E-01,3.95E-02,7.6398
456,5.25E-01,4.02E-02,7.6573
457,5.27E-01,4.04E-02,7.6713
458,5.26E-01,4.04E-02,7.6782
459,5.25E-01,4.03E-02,7.679
460,5.30E-01,4.06E-02,7.6766
461,5.36E-01,4.11E-02,7.6777
462,5.40E-01,4.16E-02,7.6835
463,5.37E-01,4.14E-02,7.6917
464,5.32E-01,4.11E-02,7.7001
465,5.26E-01,4.07E-02,7.7006
466,5.24E-01,4.06E-02,7.699
467,5.24E-01,4.06E-02,7.7069
468,5.25E-01,4.07E-02,7.7158
469,5.25E-01,4.07E-02,7.7218
470,5.25E-01,4.07E-02,7.7304
471,5.29E-01,4.08E-02,7.737
472,5.35E-01,4.11E-02,7.7463
473,5.39E-01,4.12E-02,7.7716
474,5.39E-01,4.12E-02,7.8006
475,5.38E-01,4.18E-02,7.8318
476,5.38E-01,4.27E-02,7.8655
477,5.42E-01,4.36E-02,7.897
478,5.48E-01,4.41E-02,7.9215
479,5.53E-01,4.43E-02,7.9426
480,5.56E-01,4.45E-02,7.9698
481,5.57E-01,4.46E-02,7.9923
482,5.55E-01,4.45E-02,8.0125
483,5.48E-01,4.40E-02,8.0343
484,5.29E-01,4.26E-02,8.0561
485,5.08E-01,4.11E-02,8.0831
486,4.93E-01,4.00E-02,8.1106
487,5.00E-01,4.04E-02,8.1379
488,5.14E-01,4.17E-02,8.1644
489,5.31E-01,4.32E-02,8.1886
490,5.35E-01,4.38E-02,8.2088
491,5.33E-01,4.38E-02,8.2258
492,5.30E-01,4.37E-02,8.2406
493,5.35E-01,4.42E-02,8.258
494,5.41E-01,4.48E-02,8.2806
495,5.46E-01,4.54E-02,8.3085
496,5.45E-01,4.55E-02,8.337
497,5.42E-01,4.54E-02,8.3646
498,5.37E-01,4.52E-02,8.3913
499,5.31E-01,4.47E-02,8.4178
500,5.24E-01,4.44E-02,8.4447
501,5.20E-01,4.41E-02,8.4725
502,5.19E-01,4.41E-02,8.5014
503,5.22E-01,4.44E-02,8.5307
504,5.27E-01,4.51E-02,8.5597
505,5.34E-01,4.58E-02,8.5868
506,5.36E-01,4.61E-02,8.6128
507,5.35E-01,4.62E-02,8.6395
508,5.33E-01,4.62E-02,8.6663
509,5.35E-01,4.64E-02,8.6935
510,5.38E-01,4.69E-02,8.7217
511,5.38E-01,4.70E-02,8.7499
512,5.34E-01,4.68E-02,8.7776
513,5.27E-01,4.64E-02,8.8047
514,5.22E-01,4.62E-02,8.8318
515,5.11E-01,4.54E-02,8.8594
516,4.95E-01,4.41E-02,8.8884
517,4.84E-01,4.32E-02,8.9181
518,4.87E-01,4.36E-02,8.948
519,5.01E-01,4.49E-02,8.978
520,5.15E-01,4.63E-02,9.0071
521,5.22E-01,4.71E-02,9.0346
522,5.25E-01,4.75E-02,9.059
523,5.30E-01,4.81E-02,9.0811
524,5.31E-01,4.84E-02,9.1025
525,5.27E-01,4.82E-02,9.125
526,5.17E-01,4.74E-02,9.1487
527,5.18E-01,4.76E-02,9.1742
528,5.27E-01,4.85E-02,9.2011
529,5.43E-01,5.01E-02,9.2296
530,5.48E-01,5.08E-02,9.2595
531,5.44E-01,5.07E-02,9.2906
532,5.38E-01,5.02E-02,9.3225
533,5.36E-01,5.01E-02,9.3524
534,5.38E-01,5.03E-02,9.3838
535,5.43E-01,5.09E-02,9.4172
536,5.43E-01,5.09E-02,9.4508
537,5.40E-01,5.08E-02,9.4848
538,5.36E-01,5.05E-02,9.5192
539,5.30E-01,5.04E-02,9.5544
540,5.25E-01,5.05E-02,9.5882
541,5.24E-01,5.08E-02,9.6235
542,5.28E-01,5.15E-02,9.6586
543,5.33E-01,5.21E-02,9.6931
544,5.36E-01,5.24E-02,9.7266
545,5.37E-01,5.26E-02,9.7596
546,5.36E-01,5.25E-02,9.7902
547,5.34E-01,5.24E-02,9.8189
548,5.34E-01,5.26E-02,9.8505
549,5.36E-01,5.29E-02,9.8825
550,5.37E-01,5.32E-02,9.9146
551,5.36E-01,5.32E-02,9.9447
552,5.36E-01,5.33E-02,9.9725
553,5.37E-01,5.36E-02,9.9989
554,5.38E-01,5.38E-02,10.0233
555,5.37E-01,5.39E-02,10.0456
556,5.32E-01,5.36E-02,10.0664
557,5.25E-01,5.30E-02,10.0883
558,5.20E-01,5.27E-02,10.1125
559,5.19E-01,5.26E-02,10.1387
560,5.21E-01,5.29E-02,10.1664
561,5.25E-01,5.35E-02,10.1947
562,5.27E-01,5.39E-02,10.2226
563,5.27E-01,5.40E-02,10.2501
564,5.25E-01,5.40E-02,10.2766
565,5.23E-01,5.39E-02,10.3017
566,5.22E-01,5.39E-02,10.3253
567,5.20E-01,5.38E-02,10.3482
568,5.17E-01,5.37E-02,10.3706
569,5.13E-01,5.34E-02,10.3929
570,5.11E-01,5.33E-02,10.4147
571,5.13E-01,5.36E-02,10.4362
572,5.18E-01,5.42E-02,10.458
573,5.23E-01,5.49E-02,10.4813
574,5.22E-01,5.49E-02,10.5053
575,5.19E-01,5.47E-02,10.5289
576,5.17E-01,5.46E-02,10.553
577,5.16E-01,5.46E-02,10.5772
578,5.16E-01,5.46E-02,10.6014
579,5.17E-01,5.48E-02,10.626
580,5.22E-01,5.54E-02,10.6509
581,5.26E-01,5.60E-02,10.6757
582,5.29E-01,5.65E-02,10.7004
583,5.30E-01,5.68E-02,10.7245
584,5.27E-01,5.67E-02,10.7476
585,5.23E-01,5.63E-02,10.77
586,5.17E-01,5.59E-02,10.7919
587,5.04E-01,5.47E-02,10.814
588,4.87E-01,5.30E-02,10.8359
589,4.71E-01,5.14E-02,10.8582
590,4.72E-01,5.14E-02,10.8807
591,4.80E-01,5.24E-02,10.9036
592,4.90E-01,5.36E-02,10.9269
593,4.90E-01,5.37E-02,10.9497
594,4.90E-01,5.38E-02,10.9717
595,4.92E-01,5.40E-02,10.9929
596,4.96E-01,5.45E-02,11.0133
597,4.98E-01,5.48E-02,11.0326
598,5.00E-01,5.51E-02,11.0505
599,5.01E-01,5.53E-02,11.0677
600,5.01E-01,5.55E-02,11.0849
601,5.02E-01,5.57E-02,11.1023
602,5.04E-01,5.61E-02,11.1195
603,5.09E-01,5.67E-02,11.137
604,5.12E-01,5.73E-02,11.1546
605,5.13E-01,5.75E-02,11.1726
606,5.11E-01,5.73E-02,11.1913
607,5.09E-01,5.71E-02,11.2106
608,5.06E-01,5.69E-02,11.2292
609,5.03E-01,5.66E-02,11.2474
610,5.01E-01,5.65E-02,11.2662
611,5.00E-01,5.64E-02,11.2848
612,4.98E-01,5.63E-02,11.3036
613,4.96E-01,5.61E-02,11.3221
614,4.93E-01,5.58E-02,11.3397
615,4.89E-01,5.55E-02,11.3567
616,4.87E-01,5.54E-02,11.3732
617,4.88E-01,5.56E-02,11.3887
618,4.92E-01,5.61E-02,11.4034
619,4.97E-01,5.68E-02,11.4175
620,4.98E-01,5.70E-02,11.4317
621,4.97E-01,5.70E-02,11.4468
622,4.94E-01,5.67E-02,11.463
623,4.90E-01,5.63E-02,11.4803
624,4.86E-01,5.60E-02,11.4987
625,4.84E-01,5.58E-02,11.5183
626,4.82E-01,5.57E-02,11.5386
627,4.81E-01,5.56E-02,11.5592
628,4.79E-01,5.54E-02,11.5805
629,4.76E-01,5.52E-02,11.6025
630,4.75E-01,5.52E-02,11.625
631,4.76E-01,5.53E-02,11.6479
632,4.77E-01,5.55E-02,11.6712
633,4.79E-01,5.58E-02,11.6948
634,4.80E-01,5.60E-02,11.7187
635,4.81E-01,5.63E-02,11.7425
636,4.83E-01,5.68E-02,11.7659
637,4.85E-01,5.72E-02,11.7893
638,4.85E-01,5.74E-02,11.8125
639,4.84E-01,5.74E-02,11.8358
640,4.80E-01,5.71E-02,11.8596
641,4.79E-01,5.70E-02,11.884
642,4.79E-01,5.71E-02,11.9082
643,4.80E-01,5.73E-02,11.9318
644,4.78E-01,5.71E-02,11.955
645,4.72E-01,5.66E-02,11.9781
646,4.65E-01,5.58E-02,12.0007
647,4.57E-01,5.49E-02,12.0223
648,4.53E-01,5.45E-02,12.0435
649,4.53E-01,5.46E-02,12.064
650,4.56E-01,5.50E-02,12.0837
651,4.60E-01,5.56E-02,12.102
652,4.63E-01,5.61E-02,12.12
653,4.62E-01,5.60E-02,12.1383
654,4.54E-01,5.52E-02,12.1573
655,4.37E-01,5.33E-02,12.1769
656,4.25E-01,5.18E-02,12.1974
657,4.29E-01,5.24E-02,12.2187
658,4.48E-01,5.48E-02,12.2408
659,4.64E-01,5.68E-02,12.2633
660,4.70E-01,5.78E-02,12.286
661,4.74E-01,5.84E-02,12.3091
662,4.76E-01,5.86E-02,12.332
663,4.75E-01,5.87E-02,12.355
664,4.74E-01,5.87E-02,12.3783
665,4.75E-01,5.88E-02,12.4014
666,4.74E-01,5.89E-02,12.4235
667,4.74E-01,5.90E-02,12.4448
668,4.74E-01,5.91E-02,12.4657
669,4.74E-01,5.92E-02,12.4859
670,4.73E-01,5.92E-02,12.5047
671,4.71E-01,5.90E-02,12.5242
672,4.70E-01,5.90E-02,12.5462
673,4.70E-01,5.92E-02,12.5694
674,4.71E-01,5.93E-02,12.5941
675,4.70E-01,5.94E-02,12.6202
676,4.70E-01,5.95E-02,12.6474
677,4.70E-01,5.95E-02,12.6757
678,4.69E-01,5.95E-02,12.7054
679,4.68E-01,5.95E-02,12.7363
680,4.67E-01,5.95E-02,12.7681
681,4.66E-01,5.95E-02,12.8002
682,4.65E-01,5.94E-02,12.8332
683,4.62E-01,5.93E-02,12.8669
684,4.58E-01,5.90E-02,12.9009
