Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.21E-01,2.11E-03,1.7266
351,1.25E-01,2.17E-03,1.7271
352,1.30E-01,2.24E-03,1.7276
353,1.33E-01,2.29E-03,1.7282
354,1.34E-01,2.32E-03,1.7288
355,1.35E-01,2.34E-03,1.7295
356,1.36E-01,2.35E-03,1.7303
357,1.37E-01,2.37E-03,1.7315
358,1.38E-01,2.40E-03,1.7332
359,1.40E-01,2.45E-03,1.7353
360,1.46E-01,2.54E-03,1.7381
361,1.53E-01,2.68E-03,1.7413
362,1.63E-01,2.84E-03,1.7449
363,1.71E-01,3.00E-03,1.7488
364,1.80E-01,3.15E-03,1.7532
365,1.88E-01,3.30E-03,1.758
366,1.97E-01,3.45E-03,1.7636
367,2.04E-01,3.58E-03,1.7701
368,2.08E-01,3.66E-03,1.7774
369,2.08E-01,3.68E-03,1.7858
370,2.04E-01,3.64E-03,1.7951
371,1.98E-01,3.57E-03,1.8055
372,1.94E-01,3.52E-03,1.8167
373,1.92E-01,3.51E-03,1.8286
374,1.94E-01,3.58E-03,1.8412
375,2.01E-01,3.73E-03,1.8545
376,2.10E-01,3.93E-03,1.8685
377,2.22E-01,4.18E-03,1.8832
378,2.29E-01,4.34E-03,1.8985
379,2.27E-01,4.32E-03,1.9145
380,2.16E-01,4.16E-03,1.9313
381,2.01E-01,3.92E-03,1.9485
382,1.90E-01,3.74E-03,1.9659
383,1.85E-01,3.68E-03,1.9837
384,1.85E-01,3.74E-03,2.0017
385,1.92E-01,3.89E-03,2.0201
386,2.02E-01,4.12E-03,2.0386
387,2.14E-01,4.41E-03,2.0572
388,2.27E-01,4.69E-03,2.0759
389,2.35E-01,4.91E-03,2.0945
390,2.38E-01,4.99E-03,2.113
391,2.34E-01,4.96E-03,2.1315
392,2.27E-01,4.87E-03,2.1497
393,2.19E-01,4.73E-03,2.1677
394,2.13E-01,4.66E-03,2.1852
395,2.16E-01,4.77E-03,2.2023
396,2.30E-01,5.12E-03,2.219
397,2.52E-01,5.66E-03,2.2355
398,2.76E-01,6.25E-03,2.252
399,3.01E-01,6.89E-03,2.2688
400,3.27E-01,7.52E-03,2.2858
401,3.48E-01,8.05E-03,2.3029
402,3.59E-01,8.34E-03,2.3203
403,3.66E-01,8.53E-03,2.3377
404,3.69E-01,8.65E-03,2.355
405,3.70E-01,8.73E-03,2.3723
406,3.71E-01,8.82E-03,2.3895
407,3.74E-01,8.96E-03,2.4065
408,3.77E-01,9.12E-03,2.4236
409,3.82E-01,9.31E-03,2.441
410,3.88E-01,9.52E-03,2.4591
411,3.94E-01,9.77E-03,2.4777
412,4.01E-01,1.00E-02,2.4968
413,4.07E-01,1.03E-02,2.5164
414,4.11E-01,1.04E-02,2.5365
415,4.12E-01,1.05E-02,2.5573
416,4.11E-01,1.06E-02,2.579
417,4.09E-01,1.07E-02,2.6013
418,4.09E-01,1.07E-02,2.6243
419,4.10E-01,1.09E-02,2.6478
420,4.13E-01,1.10E-02,2.6715
421,4.14E-01,1.12E-02,2.6952
422,4.14E-01,1.12E-02,2.719
423,4.12E-01,1.13E-02,2.743
424,4.11E-01,1.14E-02,2.7673
425,4.11E-01,1.15E-02,2.7921
426,4.09E-01,1.15E-02,2.8171
427,4.02E-01,1.14E-02,2.8425
428,3.88E-01,1.11E-02,2.8681
429,3.70E-01,1.07E-02,2.894
430,3.65E-01,1.07E-02,2.9201
431,3.79E-01,1.12E-02,2.9464
432,4.03E-01,1.20E-02,2.9727
433,4.22E-01,1.26E-02,2.999
434,4.34E-01,1.31E-02,3.0251
435,4.46E-01,1.36E-02,3.0513
436,4.53E-01,1.39E-02,3.0774
437,4.52E-01,1.40E-02,3.1034
438,4.46E-01,1.40E-02,3.1292
