Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.21E-01,5.54E-03,4.5499
351,1.25E-01,5.70E-03,4.5519
352,1.30E-01,5.90E-03,4.5545
353,1.33E-01,6.04E-03,4.5576
354,1.34E-01,6.13E-03,4.5611
355,1.35E-01,6.19E-03,4.5654
356,1.36E-01,6.23E-03,4.5705
357,1.37E-01,6.29E-03,4.5772
358,1.38E-01,6.37E-03,4.5858
359,1.40E-01,6.51E-03,4.5961
360,1.46E-01,6.75E-03,4.6085
361,1.53E-01,7.10E-03,4.6227
362,1.63E-01,7.53E-03,4.6383
363,1.71E-01,7.96E-03,4.655
364,1.80E-01,8.37E-03,4.672
365,1.88E-01,8.79E-03,4.6904
366,1.97E-01,9.21E-03,4.7115
367,2.04E-01,9.58E-03,4.7356
368,2.08E-01,9.83E-03,4.7628
369,2.08E-01,9.91E-03,4.7935
370,2.04E-01,9.82E-03,4.8276
371,1.98E-01,9.65E-03,4.8659
372,1.94E-01,9.52E-03,4.9081
373,1.92E-01,9.53E-03,4.9531
374,1.94E-01,9.74E-03,5.0004
375,2.01E-01,1.02E-02,5.0503
376,2.10E-01,1.07E-02,5.1042
377,2.22E-01,1.14E-02,5.1598
378,2.29E-01,1.19E-02,5.219
379,2.27E-01,1.19E-02,5.2824
380,2.16E-01,1.15E-02,5.3512
381,2.01E-01,1.09E-02,5.4243
382,1.90E-01,1.05E-02,5.5013
383,1.85E-01,1.04E-02,5.5808
384,1.85E-01,1.06E-02,5.6631
385,1.92E-01,1.10E-02,5.749
386,2.02E-01,1.17E-02,5.8403
387,2.14E-01,1.26E-02,5.9358
388,2.27E-01,1.36E-02,6.0338
389,2.35E-01,1.43E-02,6.1356
390,2.38E-01,1.47E-02,6.2433
391,2.34E-01,1.48E-02,6.3568
392,2.27E-01,1.47E-02,6.4771
393,2.19E-01,1.45E-02,6.6047
394,2.13E-01,1.44E-02,6.7393
395,2.16E-01,1.49E-02,6.8768
396,2.30E-01,1.61E-02,7.0147
397,2.52E-01,1.79E-02,7.1542
398,2.76E-01,2.00E-02,7.2958
399,3.01E-01,2.24E-02,7.439
400,3.27E-01,2.48E-02,7.5836
401,3.48E-01,2.70E-02,7.7293
402,3.59E-01,2.84E-02,7.8755
403,3.66E-01,2.94E-02,8.02
404,3.69E-01,3.01E-02,8.1617
405,3.70E-01,3.06E-02,8.2993
406,3.71E-01,3.12E-02,8.4318
407,3.74E-01,3.20E-02,8.5614
408,3.77E-01,3.28E-02,8.689
409,3.82E-01,3.37E-02,8.8163
410,3.88E-01,3.47E-02,8.9382
411,3.94E-01,3.57E-02,9.0531
