Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.17E-01,4.30E-03,3.633
351,1.21E-01,4.42E-03,3.6331
352,1.26E-01,4.56E-03,3.633
353,1.29E-01,4.67E-03,3.6327
354,1.30E-01,4.73E-03,3.6322
355,1.31E-01,4.77E-03,3.6322
356,1.32E-01,4.80E-03,3.6331
357,1.32E-01,4.85E-03,3.6353
358,1.34E-01,4.91E-03,3.639
359,1.36E-01,5.01E-03,3.6442
360,1.41E-01,5.19E-03,3.6511
361,1.49E-01,5.46E-03,3.6594
362,1.58E-01,5.77E-03,3.6689
363,1.66E-01,6.09E-03,3.6788
364,1.75E-01,6.40E-03,3.6892
365,1.83E-01,6.72E-03,3.7017
366,1.91E-01,7.04E-03,3.7168
367,1.98E-01,7.32E-03,3.7348
368,2.01E-01,7.51E-03,3.7558
369,2.01E-01,7.58E-03,3.7801
370,1.98E-01,7.53E-03,3.8077
371,1.93E-01,7.41E-03,3.8391
372,1.88E-01,7.31E-03,3.8743
373,1.86E-01,7.32E-03,3.9119
374,1.89E-01,7.47E-03,3.952
375,1.95E-01,7.79E-03,3.9954
376,2.04E-01,8.20E-03,4.0425
377,2.16E-01,8.75E-03,4.0916
378,2.23E-01,9.15E-03,4.1444
379,2.20E-01,9.21E-03,4.2017
380,2.10E-01,8.95E-03,4.2644
381,1.96E-01,8.53E-03,4.3312
382,1.84E-01,8.19E-03,4.4017
383,1.79E-01,8.10E-03,4.4745
384,1.80E-01,8.25E-03,4.5504
385,1.86E-01,8.62E-03,4.6301
386,1.96E-01,9.19E-03,4.7155
387,2.08E-01,9.91E-03,4.8049
388,2.20E-01,1.07E-02,4.8957
389,2.29E-01,1.13E-02,4.9898
390,2.31E-01,1.17E-02,5.0899
391,2.27E-01,1.18E-02,5.1964
392,2.21E-01,1.17E-02,5.311
393,2.12E-01,1.16E-02,5.4342
394,2.07E-01,1.16E-02,5.5652
395,2.10E-01,1.20E-02,5.699
396,2.23E-01,1.29E-02,5.8328
397,2.44E-01,1.44E-02,5.9679
398,2.67E-01,1.62E-02,6.1051
399,2.92E-01,1.82E-02,6.2439
400,3.17E-01,2.03E-02,6.3842
401,3.38E-01,2.23E-02,6.5256
402,3.49E-01,2.35E-02,6.6676
403,3.56E-01,2.44E-02,6.8076
404,3.59E-01,2.49E-02,6.9445
405,3.60E-01,2.54E-02,7.0769
406,3.60E-01,2.59E-02,7.2054
407,3.63E-01,2.66E-02,7.3316
408,3.66E-01,2.73E-02,7.4573
409,3.71E-01,2.81E-02,7.5799
410,3.76E-01,2.89E-02,7.6933
411,3.83E-01,2.99E-02,7.7993
412,3.90E-01,3.08E-02,7.8994
413,3.95E-01,3.16E-02,7.9945
414,3.99E-01,3.23E-02,8.0853
415,4.00E-01,3.27E-02,8.1677
416,3.99E-01,3.29E-02,8.2359
417,3.97E-01,3.31E-02,8.2985
418,3.97E-01,3.32E-02,8.3606
419,3.98E-01,3.35E-02,8.4215
420,4.00E-01,3.38E-02,8.4792
421,4.02E-01,3.41E-02,8.5303
422,4.01E-01,3.43E-02,8.5734
423,4.00E-01,3.44E-02,8.6123
424,3.99E-01,3.45E-02,8.6494
425,3.99E-01,3.46E-02,8.6844
426,3.97E-01,3.46E-02,8.7159
427,3.90E-01,3.42E-02,8.7437
428,3.76E-01,3.33E-02,8.7689
429,3.59E-01,3.19E-02,8.7934
430,3.54E-01,3.13E-02,8.82
431,3.67E-01,3.22E-02,8.8469
432,3.91E-01,3.43E-02,8.8712
433,4.09E-01,3.61E-02,8.8911
434,4.21E-01,3.74E-02,8.9083
435,4.32E-01,3.85E-02,8.9254
436,4.39E-01,3.92E-02,8.9442
437,4.38E-01,3.94E-02,8.9643
438,4.32E-01,3.90E-02,8.9843
439,4.34E-01,3.91E-02,9.0041
440,4.45E-01,4.00E-02,9.024
441,4.60E-01,4.15E-02,9.0441
442,4.73E-01,4.28E-02,9.0648
