Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.13E-01,3.68E-03,3.2298
351,1.17E-01,3.79E-03,3.2315
352,1.21E-01,3.91E-03,3.2338
353,1.24E-01,4.00E-03,3.2367
354,1.26E-01,4.05E-03,3.24
355,1.26E-01,4.09E-03,3.2437
356,1.27E-01,4.11E-03,3.2477
357,1.27E-01,4.15E-03,3.2526
358,1.28E-01,4.20E-03,3.2586
359,1.31E-01,4.30E-03,3.2658
360,1.36E-01,4.47E-03,3.2745
361,1.43E-01,4.72E-03,3.2845
362,1.51E-01,5.00E-03,3.2957
363,1.60E-01,5.28E-03,3.3079
364,1.67E-01,5.56E-03,3.3211
365,1.75E-01,5.83E-03,3.3354
366,1.83E-01,6.10E-03,3.3512
367,1.89E-01,6.34E-03,3.3685
368,1.93E-01,6.49E-03,3.3876
369,1.93E-01,6.53E-03,3.4086
370,1.89E-01,6.46E-03,3.4314
371,1.84E-01,6.34E-03,3.4561
372,1.80E-01,6.25E-03,3.4825
373,1.78E-01,6.26E-03,3.5106
374,1.80E-01,6.40E-03,3.5402
375,1.86E-01,6.68E-03,3.5712
376,1.95E-01,7.05E-03,3.6038
377,2.06E-01,7.50E-03,3.6376
378,2.13E-01,7.79E-03,3.6724
379,2.10E-01,7.77E-03,3.7083
380,2.00E-01,7.46E-03,3.7457
381,1.86E-01,7.04E-03,3.7843
382,1.76E-01,6.73E-03,3.824
383,1.71E-01,6.64E-03,3.8647
384,1.72E-01,6.75E-03,3.9062
385,1.77E-01,7.04E-03,3.9483
386,1.86E-01,7.46E-03,3.9905
387,1.98E-01,8.00E-03,4.0327
388,2.10E-01,8.53E-03,4.0745
389,2.18E-01,8.92E-03,4.1157
390,2.20E-01,9.07E-03,4.1564
391,2.16E-01,9.01E-03,4.1966
392,2.10E-01,8.85E-03,4.2363
393,2.02E-01,8.62E-03,4.2753
394,1.97E-01,8.51E-03,4.3136
395,2.00E-01,8.74E-03,4.3508
396,2.13E-01,9.41E-03,4.3871
397,2.33E-01,1.04E-02,4.4227
398,2.55E-01,1.15E-02,4.4581
399,2.79E-01,1.26E-02,4.4936
400,3.01E-01,1.37E-02,4.5294
401,3.20E-01,1.46E-02,4.5655
402,3.29E-01,1.51E-02,4.602
403,3.36E-01,1.55E-02,4.6385
404,3.39E-01,1.58E-02,4.6751
405,3.41E-01,1.59E-02,4.7117
406,3.42E-01,1.61E-02,4.7484
407,3.44E-01,1.64E-02,4.7849
408,3.48E-01,1.67E-02,4.8213
409,3.52E-01,1.71E-02,4.8582
410,3.57E-01,1.75E-02,4.8964
411,3.63E-01,1.79E-02,4.936
412,3.70E-01,1.84E-02,4.977
413,3.75E-01,1.89E-02,5.0194
414,3.78E-01,1.92E-02,5.0632
415,3.79E-01,1.94E-02,5.109
416,3.78E-01,1.95E-02,5.1568
417,3.77E-01,1.96E-02,5.2063
418,3.76E-01,1.98E-02,5.257
419,3.78E-01,2.00E-02,5.3083
420,3.80E-01,2.04E-02,5.3601
421,3.82E-01,2.06E-02,5.4121
422,3.81E-01,2.08E-02,5.4643
423,3.79E-01,2.09E-02,5.517
424,3.78E-01,2.10E-02,5.5704
425,3.78E-01,2.12E-02,5.6248
426,3.76E-01,2.13E-02,5.68
427,3.69E-01,2.11E-02,5.7361
428,3.56E-01,2.06E-02,5.7928
429,3.39E-01,1.98E-02,5.8502
430,3.35E-01,1.98E-02,5.9081
431,3.47E-01,2.08E-02,5.9666
432,3.70E-01,2.23E-02,6.0253
433,3.87E-01,2.35E-02,6.0843
434,3.99E-01,2.45E-02,6.1434
435,4.09E-01,2.54E-02,6.2025
436,4.16E-01,2.60E-02,6.2613
437,4.15E-01,2.62E-02,6.3198
438,4.09E-01,2.61E-02,6.3779
439,4.10E-01,2.64E-02,6.4354
440,4.21E-01,2.73E-02,6.4924
441,4.36E-01,2.85E-02,6.5486
442,4.49E-01,2.96E-02,6.6039
443,4.55E-01,3.03E-02,6.6581
444,4.56E-01,3.06E-02,6.7114
445,4.55E-01,3.08E-02,6.7634
446,4.59E-01,3.13E-02,6.8142
447,4.68E-01,3.22E-02,6.8638
448,4.80E-01,3.32E-02,6.9125
449,4.91E-01,3.43E-02,6.9604
450,4.97E-01,3.48E-02,7.0071
451,4.94E-01,3.48E-02,7.0523
452,4.86E-01,3.45E-02,7.0963
453,4.79E-01,3.42E-02,7.1393
454,4.82E-01,3.46E-02,7.181
455,4.90E-01,3.54E-02,7.2218
456,4.97E-01,3.60E-02,7.2618
457,4.99E-01,3.64E-02,7.3013
458,4.98E-01,3.66E-02,7.3405
459,4.97E-01,3.67E-02,7.3796
460,5.02E-01,3.72E-02,7.4185
461,5.08E-01,3.78E-02,7.4574
462,5.12E-01,3.83E-02,7.4962
463,5.09E-01,3.83E-02,7.5352
464,5.04E-01,3.81E-02,7.5742
465,4.99E-01,3.79E-02,7.6131
466,4.97E-01,3.80E-02,7.6522
467,4.97E-01,3.82E-02,7.6916
468,4.98E-01,3.85E-02,7.7315
469,4.97E-01,3.86E-02,7.7715
470,4.98E-01,3.89E-02,7.8119
471,5.02E-01,3.94E-02,7.853
472,5.09E-01,4.02E-02,7.8951
473,5.15E-01,4.09E-02,7.9381
474,5.16E-01,4.12E-02,7.9819
475,5.13E-01,4.12E-02,8.0266
