Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.13E-01,3.99E-03,3.484
351,1.17E-01,4.10E-03,3.4836
352,1.21E-01,4.23E-03,3.4831
353,1.24E-01,4.32E-03,3.4825
354,1.26E-01,4.37E-03,3.482
355,1.26E-01,4.39E-03,3.4818
356,1.27E-01,4.41E-03,3.4823
357,1.27E-01,4.44E-03,3.4837
358,1.28E-01,4.49E-03,3.4861
359,1.31E-01,4.59E-03,3.4897
360,1.36E-01,4.75E-03,3.4944
361,1.43E-01,5.01E-03,3.5001
362,1.51E-01,5.30E-03,3.5066
363,1.60E-01,5.60E-03,3.5142
364,1.67E-01,5.89E-03,3.5231
365,1.75E-01,6.17E-03,3.5337
366,1.83E-01,6.46E-03,3.5463
367,1.89E-01,6.71E-03,3.561
368,1.93E-01,6.87E-03,3.5778
369,1.93E-01,6.92E-03,3.5968
370,1.89E-01,6.84E-03,3.6179
371,1.84E-01,6.71E-03,3.641
372,1.80E-01,6.60E-03,3.6659
373,1.78E-01,6.59E-03,3.6928
374,1.80E-01,6.73E-03,3.7218
375,1.86E-01,7.00E-03,3.753
376,1.95E-01,7.38E-03,3.7865
377,2.06E-01,7.85E-03,3.8221
378,2.13E-01,8.18E-03,3.8602
379,2.10E-01,8.17E-03,3.9007
380,2.00E-01,7.87E-03,3.9432
381,1.86E-01,7.43E-03,3.9871
382,1.76E-01,7.10E-03,4.0319
383,1.71E-01,6.99E-03,4.0777
384,1.72E-01,7.10E-03,4.1244
385,1.77E-01,7.41E-03,4.1724
386,1.86E-01,7.87E-03,4.2218
387,1.98E-01,8.45E-03,4.2729
388,2.10E-01,9.04E-03,4.3252
389,2.18E-01,9.51E-03,4.3785
390,2.20E-01,9.71E-03,4.4322
391,2.16E-01,9.68E-03,4.4863
392,2.10E-01,9.53E-03,4.5404
393,2.02E-01,9.30E-03,4.594
394,1.97E-01,9.17E-03,4.6468
395,2.00E-01,9.40E-03,4.6986
396,2.13E-01,1.01E-02,4.7495
397,2.33E-01,1.12E-02,4.7999
398,2.55E-01,1.24E-02,4.8498
399,2.79E-01,1.37E-02,4.8993
400,3.01E-01,1.50E-02,4.9482
401,3.20E-01,1.61E-02,4.9964
402,3.29E-01,1.67E-02,5.0433
403,3.36E-01,1.71E-02,5.0886
404,3.39E-01,1.74E-02,5.1324
405,3.41E-01,1.76E-02,5.1743
406,3.42E-01,1.78E-02,5.2141
407,3.44E-01,1.81E-02,5.2521
408,3.48E-01,1.84E-02,5.2887
409,3.52E-01,1.87E-02,5.3246
410,3.57E-01,1.91E-02,5.3597
411,3.63E-01,1.96E-02,5.3938
412,3.70E-01,2.01E-02,5.4271
413,3.75E-01,2.05E-02,5.4597
414,3.78E-01,2.08E-02,5.4913
415,3.79E-01,2.09E-02,5.5218
416,3.78E-01,2.10E-02,5.5509
417,3.77E-01,2.10E-02,5.5789
418,3.76E-01,2.11E-02,5.6066
419,3.78E-01,2.13E-02,5.6343
420,3.80E-01,2.15E-02,5.6614
421,3.82E-01,2.17E-02,5.6876
422,3.81E-01,2.17E-02,5.7128
423,3.79E-01,2.18E-02,5.7372
424,3.78E-01,2.18E-02,5.761
425,3.78E-01,2.19E-02,5.7842
426,3.76E-01,2.18E-02,5.8067
427,3.69E-01,2.15E-02,5.8287
428,3.56E-01,2.09E-02,5.8503
429,3.39E-01,2.00E-02,5.8718
430,3.35E-01,1.98E-02,5.8933
