Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.26E-01,3.28E-03,2.5779
351,1.30E-01,3.37E-03,2.5792
352,1.35E-01,3.48E-03,2.5808
353,1.38E-01,3.56E-03,2.5825
354,1.40E-01,3.61E-03,2.5843
355,1.41E-01,3.64E-03,2.5864
356,1.41E-01,3.67E-03,2.5888
357,1.42E-01,3.70E-03,2.5922
358,1.43E-01,3.75E-03,2.5966
359,1.46E-01,3.84E-03,2.6024
360,1.51E-01,3.98E-03,2.6096
361,1.59E-01,4.19E-03,2.6177
362,1.69E-01,4.44E-03,2.6265
363,1.78E-01,4.69E-03,2.6359
364,1.87E-01,4.93E-03,2.6461
365,1.95E-01,5.17E-03,2.6577
366,2.04E-01,5.41E-03,2.6709
367,2.11E-01,5.62E-03,2.6861
368,2.15E-01,5.76E-03,2.7034
369,2.15E-01,5.81E-03,2.7231
370,2.11E-01,5.77E-03,2.7451
371,2.05E-01,5.68E-03,2.7691
372,2.00E-01,5.61E-03,2.7947
373,1.99E-01,5.63E-03,2.8219
374,2.01E-01,5.76E-03,2.8511
375,2.08E-01,6.02E-03,2.8822
376,2.18E-01,6.34E-03,2.9154
377,2.30E-01,6.76E-03,2.9507
378,2.37E-01,7.04E-03,2.9887
379,2.34E-01,7.06E-03,3.0298
380,2.23E-01,6.83E-03,3.0737
381,2.08E-01,6.50E-03,3.1192
382,1.96E-01,6.24E-03,3.1657
383,1.90E-01,6.18E-03,3.2132
384,1.91E-01,6.30E-03,3.2619
385,1.97E-01,6.58E-03,3.3127
386,2.08E-01,6.99E-03,3.3663
387,2.21E-01,7.52E-03,3.4235
388,2.34E-01,8.07E-03,3.4841
389,2.43E-01,8.51E-03,3.5473
390,2.45E-01,8.74E-03,3.6127
391,2.41E-01,8.77E-03,3.6799
392,2.34E-01,8.71E-03,3.7491
393,2.25E-01,8.58E-03,3.8197
394,2.19E-01,8.55E-03,3.8913
395,2.22E-01,8.83E-03,3.9637
396,2.37E-01,9.52E-03,4.0368
397,2.59E-01,1.06E-02,4.1111
398,2.84E-01,1.18E-02,4.1868
399,3.10E-01,1.32E-02,4.2642
400,3.35E-01,1.46E-02,4.3434
401,3.56E-01,1.60E-02,4.4237
402,3.67E-01,1.68E-02,4.5046
403,3.74E-01,1.73E-02,4.5847
404,3.78E-01,1.76E-02,4.6633
405,3.79E-01,1.79E-02,4.74
406,3.80E-01,1.82E-02,4.8141
407,3.83E-01,1.86E-02,4.8854
408,3.87E-01,1.91E-02,4.9544
409,3.91E-01,1.97E-02,5.0218
410,3.97E-01,2.02E-02,5.0878
411,4.04E-01,2.09E-02,5.1524
412,4.11E-01,2.15E-02,5.2156
413,4.17E-01,2.21E-02,5.278
414,4.20E-01,2.25E-02,5.3389
415,4.21E-01,2.28E-02,5.3973
416,4.21E-01,2.30E-02,5.4525
417,4.19E-01,2.31E-02,5.505
418,4.18E-01,2.33E-02,5.5566
419,4.20E-01,2.35E-02,5.608
420,4.22E-01,2.38E-02,5.6586
421,4.24E-01,2.41E-02,5.7071
422,4.23E-01,2.42E-02,5.7533
423,4.21E-01,2.44E-02,5.7976
424,4.20E-01,2.45E-02,5.8405
425,4.20E-01,2.47E-02,5.8822
426,4.17E-01,2.48E-02,5.923
427,4.10E-01,2.45E-02,5.9633
428,3.96E-01,2.39E-02,6.0036
429,3.77E-01,2.30E-02,6.0439
430,3.72E-01,2.27E-02,6.0846
431,3.86E-01,2.36E-02,6.1259
432,4.11E-01,2.52E-02,6.1665
433,4.30E-01,2.65E-02,6.205
434,4.43E-01,2.75E-02,6.2416
435,4.55E-01,2.84E-02,6.2782
436,4.62E-01,2.91E-02,6.3157
437,4.60E-01,2.93E-02,6.3539
438,4.54E-01,2.91E-02,6.392
439,4.56E-01,2.93E-02,6.4301
440,4.68E-01,3.02E-02,6.4682
441,4.84E-01,3.15E-02,6.506
442,4.98E-01,3.26E-02,6.544
443,5.05E-01,3.33E-02,6.5825
444,5.06E-01,3.36E-02,6.6212
445,5.06E-01,3.37E-02,6.6599
446,5.10E-01,3.41E-02,6.6992
447,5.20E-01,3.48E-02,6.7392
448,5.33E-01,3.58E-02,6.7783
449,5.45E-01,3.68E-02,6.8153
450,5.51E-01,3.77E-02,6.851
451,5.48E-01,3.80E-02,6.8866
452,5.40E-01,3.77E-02,6.9216
453,5.32E-01,3.73E-02,6.956
454,5.35E-01,3.75E-02,6.9908
455,5.43E-01,3.82E-02,7.0272
456,5.51E-01,3.88E-02,7.0639
457,5.54E-01,3.93E-02,7.0982
458,5.53E-01,3.94E-02,7.1272
459,5.51E-01,3.94E-02,7.1515
460,5.57E-01,3.99E-02,7.173
461,5.63E-01,4.05E-02,7.1969
462,5.67E-01,4.10E-02,7.2241
463,5.64E-01,4.10E-02,7.2532
464,5.59E-01,4.08E-02,7.2824
465,5.53E-01,4.05E-02,7.311
466,5.51E-01,4.05E-02,7.3386
467,5.51E-01,4.06E-02,7.3659
468,5.52E-01,4.09E-02,7.3921
469,5.51E-01,4.10E-02,7.4235
