Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.17E-01,2.15E-03,1.8021
351,1.21E-01,2.17E-03,1.8025
352,1.26E-01,2.20E-03,1.8029
353,1.29E-01,2.24E-03,1.8035
354,1.30E-01,2.28E-03,1.8042
355,1.31E-01,2.33E-03,1.8053
356,1.32E-01,2.36E-03,1.807
357,1.32E-01,2.40E-03,1.8094
358,1.34E-01,2.45E-03,1.8126
359,1.36E-01,2.52E-03,1.8168
360,1.41E-01,2.61E-03,1.8219
361,1.49E-01,2.72E-03,1.8278
362,1.58E-01,2.87E-03,1.8342
363,1.66E-01,3.04E-03,1.8412
364,1.75E-01,3.22E-03,1.8491
365,1.83E-01,3.39E-03,1.8581
366,1.91E-01,3.55E-03,1.8685
367,1.98E-01,3.68E-03,1.8803
368,2.01E-01,3.77E-03,1.8938
369,2.01E-01,3.81E-03,1.9088
370,1.98E-01,3.79E-03,1.9253
371,1.93E-01,3.74E-03,1.9432
372,1.88E-01,3.70E-03,1.9622
373,1.86E-01,3.72E-03,1.9826
374,1.89E-01,3.81E-03,2.0045
375,1.95E-01,3.99E-03,2.0278
376,2.04E-01,4.21E-03,2.0527
377,2.16E-01,4.47E-03,2.0794
378,2.23E-01,4.66E-03,2.108
379,2.20E-01,4.69E-03,2.1388
380,2.10E-01,4.55E-03,2.1716
381,1.96E-01,4.32E-03,2.2059
382,1.84E-01,4.15E-03,2.2416
383,1.79E-01,4.11E-03,2.2787
384,1.80E-01,4.19E-03,2.3173
385,1.86E-01,4.39E-03,2.358
386,1.96E-01,4.70E-03,2.4009
387,2.08E-01,5.07E-03,2.4466
388,2.20E-01,5.46E-03,2.4951
389,2.29E-01,5.79E-03,2.546
390,2.31E-01,5.95E-03,2.5992
391,2.27E-01,5.98E-03,2.6545
392,2.21E-01,5.94E-03,2.7118
393,2.12E-01,5.87E-03,2.7708
394,2.07E-01,5.87E-03,2.8311
395,2.10E-01,6.07E-03,2.8926
396,2.23E-01,6.57E-03,2.9555
397,2.44E-01,7.33E-03,3.0196
398,2.67E-01,8.21E-03,3.0851
399,2.92E-01,9.20E-03,3.1519
400,3.17E-01,1.02E-02,3.2196
401,3.38E-01,1.12E-02,3.2877
402,3.49E-01,1.18E-02,3.3558
403,3.56E-01,1.22E-02,3.423
404,3.59E-01,1.25E-02,3.4888
405,3.60E-01,1.27E-02,3.5528
406,3.60E-01,1.30E-02,3.6145
407,3.63E-01,1.33E-02,3.6738
408,3.66E-01,1.37E-02,3.7307
409,3.71E-01,1.41E-02,3.7854
410,3.76E-01,1.45E-02,3.8377
411,3.83E-01,1.49E-02,3.8876
412,3.90E-01,1.54E-02,3.9353
413,3.95E-01,1.58E-02,3.9808
414,3.99E-01,1.61E-02,4.0238
415,4.00E-01,1.63E-02,4.0634
416,3.99E-01,1.64E-02,4.0991
417,3.97E-01,1.65E-02,4.1314
418,3.97E-01,1.65E-02,4.1611
419,3.98E-01,1.67E-02,4.1888
420,4.00E-01,1.68E-02,4.2143
421,4.02E-01,1.70E-02,4.2373
422,4.01E-01,1.71E-02,4.2577
423,4.00E-01,1.71E-02,4.2761
424,3.99E-01,1.71E-02,4.2925
425,3.99E-01,1.72E-02,4.3072
426,3.97E-01,1.71E-02,4.3203
427,3.90E-01,1.69E-02,4.3321
428,3.76E-01,1.64E-02,4.3431
429,3.59E-01,1.57E-02,4.3534
430,3.54E-01,1.55E-02,4.3633
431,3.67E-01,1.60E-02,4.373
432,3.91E-01,1.70E-02,4.3823
433,4.09E-01,1.79E-02,4.3904
434,4.21E-01,1.85E-02,4.3978
435,4.32E-01,1.90E-02,4.4052
436,4.39E-01,1.94E-02,4.4132
437,4.38E-01,1.94E-02,4.4217
438,4.32E-01,1.92E-02,4.4303
439,4.34E-01,1.93E-02,4.4391
440,4.45E-01,1.97E-02,4.4482
441,4.60E-01,2.04E-02,4.4577
442,4.73E-01,2.11E-02,4.4675
443,4.80E-01,2.14E-02,4.4779
444,4.81E-01,2.16E-02,4.4886
445,4.81E-01,2.17E-02,4.4997
446,4.85E-01,2.18E-02,4.5114
447,4.94E-01,2.22E-02,4.5235
448,5.06E-01,2.28E-02,4.5349
449,5.17E-01,2.34E-02,4.5448
450,5.23E-01,2.38E-02,4.5539
451,5.22E-01,2.39E-02,4.5627
452,5.14E-01,2.37E-02,4.5713
453,5.07E-01,2.34E-02,4.5792
454,5.10E-01,2.35E-02,4.5869
455,5.18E-01,2.38E-02,4.5946
456,5.25E-01,2.41E-02,4.6019
457,5.27E-01,2.43E-02,4.6071
458,5.26E-01,2.43E-02,4.6097
459,5.25E-01,2.43E-02,4.6099
460,5.30E-01,2.44E-02,4.6086
461,5.36E-01,2.47E-02,4.6077
462,5.40E-01,2.49E-02,4.6075
463,5.37E-01,2.48E-02,4.6072
464,5.32E-01,2.45E-02,4.6062
465,5.26E-01,2.43E-02,4.6045
466,5.24E-01,2.42E-02,4.6025
467,5.24E-01,2.41E-02,4.6004
468,5.25E-01,2.42E-02,4.5987
469,5.25E-01,2.41E-02,4.5985
470,5.25E-01,2.41E-02,4.6001
471,5.29E-01,2.42E-02,4.6022
472,5.35E-01,2.44E-02,4.6033
473,5.39E-01,2.45E-02,4.6043
474,5.39E-01,2.45E-02,4.6057
475,5.38E-01,2.47E-02,4.6073
476,5.38E-01,2.49E-02,4.6096
477,5.42E-01,2.52E-02,4.6121
478,5.48E-01,2.55E-02,4.6145
479,5.53E-01,2.57E-02,4.6169
480,5.56E-01,2.58E-02,4.6197
481,5.57E-01,2.58E-02,4.623
482,5.55E-01,2.58E-02,4.6269
483,5.48E-01,2.55E-02,4.6312
484,5.29E-01,2.46E-02,4.636
485,5.08E-01,2.37E-02,4.6412
486,4.93E-01,2.30E-02,4.6469
487,5.00E-01,2.32E-02,4.6527
488,5.14E-01,2.38E-02,4.6589
489,5.31E-01,2.47E-02,4.6649
490,5.35E-01,2.49E-02,4.6706
491,5.33E-01,2.49E-02,4.6762
492,5.30E-01,2.48E-02,4.6823
493,5.35E-01,2.51E-02,4.69
494,5.41E-01,2.54E-02,4.7002
495,5.46E-01,2.57E-02,4.7132
496,5.45E-01,2.58E-02,4.7278
497,5.42E-01,2.57E-02,4.7439
498,5.37E-01,2.56E-02,4.7617
499,5.31E-01,2.54E-02,4.7817
500,5.24E-01,2.52E-02,4.8046
501,5.20E-01,2.51E-02,4.8304
502,5.19E-01,2.52E-02,4.8595
503,5.22E-01,2.55E-02,4.8917
504,5.27E-01,2.60E-02,4.9272
505,5.34E-01,2.65E-02,4.9652
506,5.36E-01,2.68E-02,5.0063
507,5.35E-01,2.70E-02,5.0514
508,5.33E-01,2.71E-02,5.1005
509,5.35E-01,2.75E-02,5.1541
510,5.38E-01,2.80E-02,5.2127
511,5.38E-01,2.83E-02,5.276
512,5.34E-01,2.84E-02,5.3439
513,5.27E-01,2.84E-02,5.4163
