Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.13E-01,4.24E-03,3.7359
351,1.17E-01,4.36E-03,3.7385
352,1.21E-01,4.51E-03,3.7422
353,1.24E-01,4.63E-03,3.7467
354,1.26E-01,4.69E-03,3.752
355,1.26E-01,4.74E-03,3.758
356,1.27E-01,4.78E-03,3.7647
357,1.27E-01,4.82E-03,3.7727
358,1.28E-01,4.89E-03,3.7823
359,1.31E-01,5.00E-03,3.7936
360,1.36E-01,5.20E-03,3.8066
361,1.43E-01,5.48E-03,3.8212
362,1.51E-01,5.82E-03,3.8369
363,1.60E-01,6.15E-03,3.8539
364,1.67E-01,6.47E-03,3.8721
365,1.75E-01,6.80E-03,3.892
366,1.83E-01,7.12E-03,3.9138
367,1.89E-01,7.41E-03,3.9377
368,1.93E-01,7.60E-03,3.9638
369,1.93E-01,7.66E-03,3.9921
370,1.89E-01,7.59E-03,4.0228
371,1.84E-01,7.45E-03,4.0556
372,1.80E-01,7.35E-03,4.0902
373,1.78E-01,7.37E-03,4.1266
374,1.80E-01,7.53E-03,4.1649
375,1.86E-01,7.86E-03,4.2052
376,1.95E-01,8.29E-03,4.2475
377,2.06E-01,8.84E-03,4.2917
378,2.13E-01,9.20E-03,4.3384
379,2.10E-01,9.19E-03,4.3877
380,2.00E-01,8.86E-03,4.4392
381,1.86E-01,8.38E-03,4.4919
382,1.76E-01,8.02E-03,4.5451
383,1.71E-01,7.91E-03,4.5988
384,1.72E-01,8.05E-03,4.6534
385,1.77E-01,8.39E-03,4.7096
386,1.86E-01,8.90E-03,4.7681
387,1.98E-01,9.55E-03,4.8294
388,2.10E-01,1.02E-02,4.8932
389,2.18E-01,1.07E-02,4.9586
390,2.20E-01,1.10E-02,5.025
391,2.16E-01,1.09E-02,5.0923
392,2.10E-01,1.08E-02,5.1607
393,2.02E-01,1.06E-02,5.2295
394,1.97E-01,1.04E-02,5.2986
395,2.00E-01,1.07E-02,5.3678
396,2.13E-01,1.15E-02,5.437
397,2.33E-01,1.28E-02,5.5066
398,2.55E-01,1.42E-02,5.5769
399,2.79E-01,1.58E-02,5.6483
400,3.01E-01,1.74E-02,5.7206
401,3.20E-01,1.87E-02,5.7935
402,3.29E-01,1.95E-02,5.8667
403,3.36E-01,2.00E-02,5.939
404,3.39E-01,2.03E-02,6.0098
405,3.41E-01,2.06E-02,6.0785
406,3.42E-01,2.09E-02,6.1447
407,3.44E-01,2.13E-02,6.2084
408,3.48E-01,2.18E-02,6.27
409,3.52E-01,2.23E-02,6.3301
410,3.57E-01,2.28E-02,6.3887
411,3.63E-01,2.35E-02,6.446
412,3.70E-01,2.41E-02,6.5022
413,3.75E-01,2.47E-02,6.5578
414,3.78E-01,2.51E-02,6.6124
415,3.79E-01,2.53E-02,6.6651
416,3.78E-01,2.55E-02,6.7153
417,3.77E-01,2.55E-02,6.7638
418,3.76E-01,2.56E-02,6.8121
419,3.78E-01,2.59E-02,6.8608
420,3.80E-01,2.62E-02,6.9089
421,3.82E-01,2.64E-02,6.9552
422,3.81E-01,2.66E-02,6.9994
423,3.79E-01,2.67E-02,7.042
424,3.78E-01,2.67E-02,7.0836
425,3.78E-01,2.69E-02,7.1244
426,3.76E-01,2.69E-02,7.1645
427,3.69E-01,2.66E-02,7.2042
428,3.56E-01,2.59E-02,7.2438
429,3.39E-01,2.49E-02,7.2836
430,3.35E-01,2.46E-02,7.3239
431,3.47E-01,2.55E-02,7.3641
432,3.70E-01,2.73E-02,7.4031
433,3.87E-01,2.87E-02,7.4396
434,3.99E-01,2.97E-02,7.4744
435,4.09E-01,3.07E-02,7.509
436,4.16E-01,3.14E-02,7.544
437,4.15E-01,3.15E-02,7.5791
438,4.09E-01,3.12E-02,7.6134
439,4.10E-01,3.14E-02,7.6467
440,4.21E-01,3.23E-02,7.6791
441,4.36E-01,3.36E-02,7.7105
442,4.49E-01,3.47E-02,7.741
443,4.55E-01,3.54E-02,7.7709
444,4.56E-01,3.56E-02,7.7995
445,4.55E-01,3.57E-02,7.8271
446,4.59E-01,3.60E-02,7.8544
447,4.68E-01,3.67E-02,7.8814
448,4.80E-01,3.77E-02,7.9067
449,4.91E-01,3.88E-02,7.9293
450,4.97E-01,3.95E-02,7.9499
451,4.94E-01,3.96E-02,7.9694
452,4.86E-01,3.91E-02,7.9879
453,4.79E-01,3.85E-02,8.0055
454,4.82E-01,3.88E-02,8.0232
455,4.90E-01,3.94E-02,8.0416
456,4.97E-01,3.99E-02,8.0592
457,4.99E-01,4.03E-02,8.0733
458,4.98E-01,4.02E-02,8.082
459,4.97E-01,4.02E-02,8.0865
460,5.02E-01,4.06E-02,8.0898
461,5.08E-01,4.11E-02,8.0962
462,5.12E-01,4.15E-02,8.1065
463,5.09E-01,4.14E-02,8.1189
464,5.04E-01,4.11E-02,8.1312
465,4.99E-01,4.07E-02,8.1427
466,4.97E-01,4.06E-02,8.1535
467,4.97E-01,4.06E-02,8.1646
468,4.98E-01,4.08E-02,8.1762
469,4.97E-01,4.07E-02,8.1925
470,4.98E-01,4.08E-02,8.2072
471,5.02E-01,4.10E-02,8.2239
472,5.09E-01,4.15E-02,8.2448
473,5.15E-01,4.20E-02,8.2672
474,5.16E-01,4.22E-02,8.2916
475,5.13E-01,4.26E-02,8.3181
476,5.10E-01,4.30E-02,8.3433
477,5.09E-01,4.33E-02,8.3687
478,5.14E-01,4.37E-02,8.3958
479,5.20E-01,4.41E-02,8.4244
480,5.24E-01,4.44E-02,8.4522
481,5.27E-01,4.46E-02,8.4797
482,5.25E-01,4.47E-02,8.5105
483,5.19E-01,4.43E-02,8.5423
484,5.01E-01,4.30E-02,8.575
485,4.82E-01,4.15E-02,8.6085
486,4.67E-01,4.04E-02,8.6427
487,4.73E-01,4.09E-02,8.6773
488,4.87E-01,4.23E-02,8.7116
489,5.03E-01,4.38E-02,8.7444
490,5.06E-01,4.44E-02,8.7746
491,5.05E-01,4.45E-02,8.8032
492,5.02E-01,4.44E-02,8.8317
493,5.07E-01,4.49E-02,8.8636
494,5.13E-01,4.56E-02,8.8999
495,5.17E-01,4.62E-02,8.9399
496,5.16E-01,4.64E-02,8.9803
497,5.13E-01,4.63E-02,9.0195
498,5.09E-01,4.61E-02,9.0576
499,5.03E-01,4.58E-02,9.0954
500,4.97E-01,4.54E-02,9.1337
501,4.93E-01,4.53E-02,9.1728
502,4.92E-01,4.54E-02,9.2131
503,4.95E-01,4.58E-02,9.2539
504,5.00E-01,4.65E-02,9.2945
505,5.06E-01,4.72E-02,9.3339
506,5.09E-01,4.76E-02,9.3727
507,5.07E-01,4.77E-02,9.4119
508,5.06E-01,4.78E-02,9.4509
509,5.07E-01,4.81E-02,9.4904
510,5.10E-01,4.86E-02,9.5304
511,5.10E-01,4.88E-02,9.5705
512,5.06E-01,4.86E-02,9.6103
513,5.00E-01,4.82E-02,9.6497
514,4.95E-01,4.80E-02,9.6891
515,4.84E-01,4.72E-02,9.7289
516,4.69E-01,4.59E-02,9.7693
517,4.58E-01,4.50E-02,9.8101
518,4.61E-01,4.54E-02,9.851
519,4.75E-01,4.69E-02,9.8917
520,4.88E-01,4.83E-02,9.9315
521,4.94E-01,4.92E-02,9.9701
522,4.97E-01,4.97E-02,10.0067
523,5.02E-01,5.04E-02,10.0417
524,5.03E-01,5.08E-02,10.0765
525,4.99E-01,5.06E-02,10.1126
526,4.90E-01,4.98E-02,10.1496
527,4.90E-01,5.00E-02,10.1877
528,4.99E-01,5.11E-02,10.2265
529,5.14E-01,5.28E-02,10.2661
530,5.19E-01,5.35E-02,10.3065
531,5.16E-01,5.35E-02,10.3474
532,5.10E-01,5.30E-02,10.3889
533,5.08E-01,5.30E-02,10.4309
534,5.11E-01,5.33E-02,10.4733
535,5.16E-01,5.40E-02,10.5157
536,5.17E-01,5.43E-02,10.5577
537,5.15E-01,5.42E-02,10.599
538,5.10E-01,5.40E-02,10.64
539,5.03E-01,5.37E-02,10.6808
540,4.98E-01,5.35E-02,10.7216
541,4.95E-01,5.36E-02,10.7623
542,4.98E-01,5.41E-02,10.8034
543,5.03E-01,5.48E-02,10.845
544,5.06E-01,5.52E-02,10.8863
545,5.07E-01,5.55E-02,10.9269
546,5.07E-01,5.56E-02,10.9664
547,5.05E-01,5.56E-02,11.0053
548,5.06E-01,5.58E-02,11.0439
549,5.07E-01,5.62E-02,11.0825
550,5.09E-01,5.65E-02,11.1208
551,5.08E-01,5.66E-02,11.1576
552,5.08E-01,5.68E-02,11.1926
553,5.09E-01,5.71E-02,11.2263
554,5.10E-01,5.74E-02,11.2588
555,5.09E-01,5.74E-02,11.29
556,5.05E-01,5.72E-02,11.3204
557,4.98E-01,5.66E-02,11.3516
558,4.93E-01,5.62E-02,11.3843
559,4.92E-01,5.62E-02,11.4181
560,4.94E-01,5.65E-02,11.4523
561,4.98E-01,5.71E-02,11.4862
562,5.00E-01,5.76E-02,11.5194
563,5.00E-01,5.77E-02,11.5521
564,4.98E-01,5.77E-02,11.5839
565,4.96E-01,5.77E-02,11.6146
566,4.95E-01,5.77E-02,11.6441
567,4.94E-01,5.76E-02,11.6728
568,4.91E-01,5.75E-02,11.7007
569,4.88E-01,5.73E-02,11.7282
570,4.85E-01,5.71E-02,11.7553
571,4.87E-01,5.75E-02,11.7821
572,4.92E-01,5.81E-02,11.8088
573,4.97E-01,5.88E-02,11.8365
574,4.96E-01,5.88E-02,11.8647
575,4.93E-01,5.87E-02,11.8925
576,4.92E-01,5.86E-02,11.9201
577,4.91E-01,5.86E-02,11.9474
578,4.91E-01,5.87E-02,11.9743
579,4.92E-01,5.90E-02,12.001
580,4.96E-01,5.96E-02,12.0276
581,5.00E-01,6.02E-02,12.054
582,5.03E-01,6.07E-02,12.08
583,5.04E-01,6.10E-02,12.1054
584,5.01E-01,6.08E-02,12.1302
585,4.96E-01,6.04E-02,12.154
586,4.91E-01,5.99E-02,12.1776
587,4.80E-01,5.87E-02,12.2012
588,4.65E-01,5.69E-02,12.2243
589,4.49E-01,5.52E-02,12.2472
590,4.50E-01,5.53E-02,12.2701
591,4.58E-01,5.63E-02,12.2929
592,4.67E-01,5.75E-02,12.3156
593,4.68E-01,5.77E-02,12.3379
594,4.68E-01,5.78E-02,12.3596
595,4.69E-01,5.81E-02,12.3804
596,4.73E-01,5.86E-02,12.4006
597,4.76E-01,5.90E-02,12.42
598,4.77E-01,5.93E-02,12.4384
599,4.78E-01,5.95E-02,12.456
600,4.78E-01,5.96E-02,12.4734
601,4.79E-01,5.97E-02,12.4908
602,4.80E-01,6.00E-02,12.5076
603,4.84E-01,6.07E-02,12.5245
604,4.87E-01,6.11E-02,12.5415
605,4.88E-01,6.13E-02,12.5589
606,4.86E-01,6.12E-02,12.5767
607,4.84E-01,6.10E-02,12.5949
608,4.82E-01,6.08E-02,12.6127
609,4.79E-01,6.05E-02,12.6298
610,4.78E-01,6.04E-02,12.6471
611,4.76E-01,6.03E-02,12.6645
612,4.75E-01,6.02E-02,12.6819
613,4.73E-01,6.00E-02,12.6992
614,4.70E-01,5.97E-02,12.7162
615,4.67E-01,5.94E-02,12.7329
616,4.64E-01,5.92E-02,12.7493
617,4.66E-01,5.94E-02,12.7655
618,4.69E-01,6.00E-02,12.7814
619,4.74E-01,6.07E-02,12.7972
620,4.76E-01,6.09E-02,12.8133
621,4.75E-01,6.09E-02,12.83
622,4.72E-01,6.07E-02,12.8476
623,4.68E-01,6.02E-02,12.8664
624,4.64E-01,5.99E-02,12.8861
625,4.62E-01,5.97E-02,12.9066
626,4.61E-01,5.96E-02,12.9278
627,4.60E-01,5.95E-02,12.9495
628,4.58E-01,5.94E-02,12.9716
629,4.56E-01,5.92E-02,12.9937
630,4.55E-01,5.92E-02,13.0163
631,4.56E-01,5.94E-02,13.039
632,4.57E-01,5.96E-02,13.0619
633,4.59E-01,5.99E-02,13.0849
634,4.60E-01,6.02E-02,13.108
635,4.61E-01,6.05E-02,13.1307
636,4.62E-01,6.08E-02,13.1528
637,4.64E-01,6.11E-02,13.1745
638,4.64E-01,6.13E-02,13.1958
639,4.62E-01,6.12E-02,13.2173
640,4.58E-01,6.08E-02,13.2393
641,4.57E-01,6.07E-02,13.2615
642,4.57E-01,6.08E-02,13.2834
643,4.59E-01,6.10E-02,13.3047
644,4.57E-01,6.09E-02,13.3261
645,4.52E-01,6.03E-02,13.3471
646,4.46E-01,5.96E-02,13.3679
647,4.39E-01,5.88E-02,13.3883
648,4.35E-01,5.83E-02,13.4084
649,4.35E-01,5.83E-02,13.4281
650,4.37E-01,5.87E-02,13.4472
651,4.42E-01,5.94E-02,13.4661
652,4.44E-01,5.98E-02,13.4847
653,4.43E-01,5.98E-02,13.5034
654,4.36E-01,5.90E-02,13.5224
655,4.20E-01,5.70E-02,13.5421
656,4.08E-01,5.54E-02,13.5626
657,4.10E-01,5.58E-02,13.5837
658,4.29E-01,5.84E-02,13.6054
659,4.44E-01,6.05E-02,13.6275
660,4.50E-01,6.15E-02,13.6498
661,4.54E-01,6.21E-02,13.6721
662,4.56E-01,6.24E-02,13.6947
663,4.56E-01,6.25E-02,13.7177
664,4.54E-01,6.24E-02,13.7414
665,4.55E-01,6.26E-02,13.7652
666,4.55E-01,6.27E-02,13.7886
667,4.54E-01,6.27E-02,13.8113
668,4.54E-01,6.29E-02,13.8338
669,4.55E-01,6.30E-02,13.8558
670,4.54E-01,6.30E-02,13.8771
671,4.51E-01,6.28E-02,13.8995
672,4.51E-01,6.28E-02,13.9243
673,4.51E-01,6.30E-02,13.9512
674,4.52E-01,6.32E-02,13.98
675,4.51E-01,6.33E-02,14.01
676,4.51E-01,6.34E-02,14.0414
677,4.51E-01,6.35E-02,14.0738
678,4.51E-01,6.36E-02,14.1084
679,4.50E-01,6.36E-02,14.1448
680,4.49E-01,6.36E-02,14.1832
681,4.49E-01,6.37E-02,14.2227
682,4.48E-01,6.37E-02,14.2633
683,4.45E-01,6.35E-02,14.3051
684,4.42E-01,6.32E-02,14.3482
685,4.31E-01,6.20E-02,14.393
686,4.08E-01,5.89E-02,14.4392
687,3.85E-01,5.59E-02,14.4866
688,3.77E-01,5.49E-02,14.535
689,3.82E-01,5.59E-02,14.5844
690,3.92E-01,5.75E-02,14.6349
691,3.98E-01,5.85E-02,14.6864
692,3.98E-01,5.86E-02,14.7381
693,3.93E-01,5.82E-02,14.7899
694,3.89E-01,5.77E-02,14.8415
695,3.93E-01,5.86E-02,14.8929
696,4.02E-01,6.00E-02,14.9441
697,4.10E-01,6.14E-02,14.9943
698,4.09E-01,6.15E-02,15.0428
699,4.03E-01,6.08E-02,15.0888
700,3.96E-01,5.99E-02,15.1325
701,3.93E-01,5.96E-02,15.1743
702,3.94E-01,6.00E-02,15.2151
703,3.99E-01,6.10E-02,15.2561
704,4.05E-01,6.20E-02,15.2982
705,4.08E-01,6.27E-02,15.3421
706,4.10E-01,6.31E-02,15.3856
707,4.12E-01,6.35E-02,15.4273
708,4.13E-01,6.39E-02,15.4682
709,4.14E-01,6.43E-02,15.5087
710,4.15E-01,6.45E-02,15.5487
711,4.15E-01,6.47E-02,15.5886
712,4.14E-01,6.47E-02,15.6291
713,4.12E-01,6.44E-02,15.6693
714,4.08E-01,6.40E-02,15.7092
715,3.94E-01,6.19E-02,15.7492
716,3.66E-01,5.78E-02,15.79
717,3.31E-01,5.25E-02,15.8308
718,2.99E-01,4.75E-02,15.8713
719,2.86E-01,4.56E-02,15.9115
720,2.98E-01,4.75E-02,15.9509
721,3.23E-01,5.16E-02,15.9896
722,3.39E-01,5.43E-02,16.0274
723,3.36E-01,5.38E-02,16.0644
724,3.19E-01,5.13E-02,16.1004
725,3.11E-01,5.02E-02,16.1349
726,3.11E-01,5.03E-02,16.1676
727,3.13E-01,5.07E-02,16.1989
728,3.14E-01,5.11E-02,16.2288
729,3.15E-01,5.14E-02,16.258
730,3.19E-01,5.20E-02,16.2864
731,3.28E-01,5.36E-02,16.314
732,3.44E-01,5.63E-02,16.3409
733,3.63E-01,5.95E-02,16.3675
734,3.74E-01,6.13E-02,16.3942
735,3.78E-01,6.20E-02,16.4215
736,3.79E-01,6.22E-02,16.45
737,3.80E-01,6.26E-02,16.4791
738,3.84E-01,6.32E-02,16.5086
739,3.86E-01,6.37E-02,16.5375
740,3.89E-01,6.43E-02,16.5658
741,3.93E-01,6.50E-02,16.5948
742,3.96E-01,6.58E-02,16.6245
743,4.00E-01,6.65E-02,16.6503
744,4.02E-01,6.71E-02,16.6739
745,4.03E-01,6.75E-02,16.7004
746,4.04E-01,6.77E-02,16.7311
747,4.04E-01,6.79E-02,16.763
748,4.03E-01,6.79E-02,16.797
749,4.02E-01,6.77E-02,16.8339
750,4.00E-01,6.75E-02,16.8721
751,3.99E-01,6.75E-02,16.9102
752,4.00E-01,6.77E-02,16.9481
753,4.00E-01,6.79E-02,16.9856
754,4.00E-01,6.80E-02,17.0225
755,3.99E-01,6.80E-02,17.059
756,3.99E-01,6.80E-02,17.0941
757,3.93E-01,6.70E-02,17.128
758,3.68E-01,6.28E-02,17.16
759,2.95E-01,5.05E-02,17.1922
760,2.21E-01,3.81E-02,17.2265
761,1.80E-01,3.12E-02,17.2629
762,1.83E-01,3.19E-02,17.2967
763,2.11E-01,3.66E-02,17.329
764,2.29E-01,3.99E-02,17.356
765,2.57E-01,4.49E-02,17.3817
766,2.97E-01,5.18E-02,17.4112
767,3.34E-01,5.83E-02,17.4365
768,3.59E-01,6.26E-02,17.4612
769,3.73E-01,6.51E-02,17.4891
770,3.79E-01,6.63E-02,17.5165
771,3.82E-01,6.69E-02,17.5436
772,3.84E-01,6.73E-02,17.5705
773,3.84E-01,6.74E-02,17.5965
774,3.84E-01,6.75E-02,17.6214
775,3.84E-01,6.76E-02,17.6438
776,3.84E-01,6.77E-02,17.663
777,3.84E-01,6.79E-02,17.6811
778,3.84E-01,6.79E-02,17.7046
779,3.83E-01,6.79E-02,17.7338
780,3.82E-01,6.79E-02,17.7639
781,3.82E-01,6.80E-02,17.7936
782,3.81E-01,6.80E-02,17.8257
783,3.80E-01,6.78E-02,17.8588
784,3.78E-01,6.77E-02,17.8916
785,3.77E-01,6.76E-02,17.9243
786,3.74E-01,6.72E-02,17.9569
787,3.69E-01,6.64E-02,17.9892
788,3.64E-01,6.54E-02,18.022
789,3.59E-01,6.46E-02,18.0549
790,3.56E-01,6.42E-02,18.0878
791,3.54E-01,6.39E-02,18.1208
792,3.53E-01,6.40E-02,18.1532
793,3.52E-01,6.41E-02,18.1847
794,3.52E-01,6.41E-02,18.2164
795,3.50E-01,6.39E-02,18.2478
796,3.49E-01,6.38E-02,18.2789
797,3.49E-01,6.40E-02,18.3092
798,3.51E-01,6.43E-02,18.3385
799,3.50E-01,6.43E-02,18.3669
800,3.46E-01,6.37E-02,18.3958
801,3.43E-01,6.32E-02,18.4249
802,3.42E-01,6.31E-02,18.4548
803,3.41E-01,6.31E-02,18.4865
804,3.42E-01,6.33E-02,18.5192
805,3.45E-01,6.40E-02,18.5508
806,3.48E-01,6.46E-02,18.5791
807,3.48E-01,6.46E-02,18.6063
808,3.44E-01,6.40E-02,18.6355
809,3.38E-01,6.30E-02,18.6666
810,3.31E-01,6.18E-02,18.6965
811,3.22E-01,6.03E-02,18.7273
812,3.08E-01,5.76E-02,18.7589
813,2.89E-01,5.43E-02,18.7902
814,2.70E-01,5.08E-02,18.8213
815,2.52E-01,4.75E-02,18.8533
816,2.43E-01,4.60E-02,18.8849
817,2.41E-01,4.56E-02,18.9164
818,2.46E-01,4.66E-02,18.9486
819,2.57E-01,4.89E-02,18.9806
820,2.71E-01,5.14E-02,19.0121
821,2.73E-01,5.19E-02,19.0438
822,2.60E-01,4.95E-02,19.0753
823,2.51E-01,4.81E-02,19.1066
824,2.60E-01,4.99E-02,19.1376
825,2.80E-01,5.37E-02,19.167
826,2.91E-01,5.57E-02,19.1948
827,2.81E-01,5.39E-02,19.2222
828,2.74E-01,5.28E-02,19.2491
829,2.73E-01,5.25E-02,19.2752
830,2.75E-01,5.31E-02,19.3004
831,2.79E-01,5.39E-02,19.3249
832,2.81E-01,5.43E-02,19.3491
833,2.84E-01,5.50E-02,19.3729
834,2.91E-01,5.63E-02,19.3968
835,2.99E-01,5.80E-02,19.4217
836,3.05E-01,5.93E-02,19.446
837,3.09E-01,6.01E-02,19.4681
838,3.13E-01,6.10E-02,19.4876
839,3.16E-01,6.17E-02,19.5048
840,3.19E-01,6.22E-02,19.5237
841,3.21E-01,6.26E-02,19.546
842,3.21E-01,6.29E-02,19.5707
843,3.22E-01,6.30E-02,19.5946
844,3.23E-01,6.33E-02,19.6163
845,3.25E-01,6.37E-02,19.6399
846,3.26E-01,6.41E-02,19.6648
847,3.26E-01,6.41E-02,19.6904
848,3.22E-01,6.34E-02,19.716
849,3.16E-01,6.23E-02,19.7406
850,3.12E-01,6.16E-02,19.7647
851,3.11E-01,6.14E-02,19.7903
852,3.11E-01,6.13E-02,19.8168
853,3.01E-01,5.96E-02,19.8436
854,2.93E-01,5.82E-02,19.8711
855,2.95E-01,5.87E-02,19.8983
856,3.05E-01,6.10E-02,19.9258
857,3.17E-01,6.34E-02,19.9541
858,3.19E-01,6.38E-02,19.9821
859,3.18E-01,6.37E-02,20.0098
860,3.18E-01,6.36E-02,20.0373
861,3.18E-01,6.37E-02,20.066
862,3.18E-01,6.39E-02,20.0942
863,3.18E-01,6.39E-02,20.1218
864,3.14E-01,6.32E-02,20.1489
865,3.03E-01,6.11E-02,20.1752
866,2.95E-01,5.96E-02,20.2009
867,2.94E-01,5.94E-02,20.2262
868,3.01E-01,6.09E-02,20.2507
869,3.10E-01,6.28E-02,20.2749
870,3.12E-01,6.32E-02,20.2973
871,3.12E-01,6.33E-02,20.3183
872,3.11E-01,6.32E-02,20.3407
873,3.09E-01,6.30E-02,20.3639
874,3.08E-01,6.28E-02,20.3885
875,3.07E-01,6.27E-02,20.4127
876,3.07E-01,6.28E-02,20.4365
877,3.08E-01,6.29E-02,20.4605
878,3.07E-01,6.28E-02,20.4824
879,3.05E-01,6.25E-02,20.5042
880,3.03E-01,6.22E-02,20.5264
881,3.02E-01,6.20E-02,20.5464
882,3.03E-01,6.22E-02,20.5655
883,3.04E-01,6.25E-02,20.585
884,3.03E-01,6.25E-02,20.6049
885,3.01E-01,6.21E-02,20.6263
886,2.99E-01,6.17E-02,20.6517
887,2.97E-01,6.13E-02,20.6808
888,2.98E-01,6.16E-02,20.715
889,2.98E-01,6.17E-02,20.7457
890,2.96E-01,6.14E-02,20.7763
891,2.91E-01,6.04E-02,20.8035
892,2.82E-01,5.86E-02,20.8307
893,2.69E-01,5.60E-02,20.8597
894,2.55E-01,5.30E-02,20.8908
895,2.37E-01,4.95E-02,20.9227
896,2.18E-01,4.56E-02,20.9523
897,2.06E-01,4.31E-02,20.9839
898,1.93E-01,4.06E-02,21.0177
899,1.87E-01,3.95E-02,21.0516
900,1.85E-01,3.91E-02,21.0859
901,1.88E-01,3.97E-02,21.1143
902,2.00E-01,4.24E-02,21.1435
903,2.15E-01,4.57E-02,21.1678
904,2.29E-01,4.84E-02,21.1914
905,2.33E-01,4.92E-02,21.2261
906,2.19E-01,4.62E-02,21.2594
907,2.01E-01,4.25E-02,21.2888
908,1.87E-01,3.98E-02,21.3182
909,1.82E-01,3.88E-02,21.3479
910,1.84E-01,3.92E-02,21.3771
911,1.87E-01,3.98E-02,21.4046
912,1.86E-01,3.96E-02,21.4304
913,1.80E-01,3.86E-02,21.4528
914,1.77E-01,3.79E-02,21.4758
915,1.72E-01,3.69E-02,21.4943
916,1.79E-01,3.84E-02,21.5275
917,1.77E-01,3.83E-02,21.5603
918,1.89E-01,4.10E-02,21.5879
919,2.00E-01,4.33E-02,21.5972
920,2.13E-01,4.59E-02,21.6231
921,2.17E-01,4.68E-02,21.6342
922,2.14E-01,4.61E-02,21.6444
923,2.08E-01,4.49E-02,21.6379
924,2.03E-01,4.40E-02,21.6363
925,1.99E-01,4.31E-02,21.6379
926,1.94E-01,4.18E-02,21.6402
927,1.82E-01,3.93E-02,21.6306
928,1.59E-01,3.44E-02,21.6121
929,1.31E-01,2.81E-02,21.6001
930,1.06E-01,2.28E-02,21.5676
931,8.59E-02,1.84E-02,21.4956
932,6.62E-02,1.41E-02,21.4192
933,5.18E-02,1.11E-02,21.5063
934,4.53E-02,9.79E-03,21.5319
935,4.52E-02,9.72E-03,21.6554
936,4.93E-02,1.07E-02,21.8771
937,5.24E-02,1.17E-02,22.0294
938,6.40E-02,1.42E-02,22.1407
939,7.76E-02,1.72E-02,22.1635
940,8.77E-02,1.93E-02,22.1636
941,8.70E-02,1.92E-02,22.1469
942,7.91E-02,1.74E-02,22.1842
943,7.19E-02,1.58E-02,22.1953
944,6.81E-02,1.51E-02,22.2314
945,6.68E-02,1.48E-02,22.2367
946,6.81E-02,1.51E-02,22.2891
947,7.08E-02,1.58E-02,22.3203
948,7.36E-02,1.64E-02,22.3191
949,7.67E-02,1.71E-02,22.3624
950,7.70E-02,1.73E-02,22.4153
951,7.91E-02,1.78E-02,22.4638
952,7.74E-02,1.72E-02,22.513
