Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.13E-01,3.46E-03,3.0397
351,1.17E-01,3.56E-03,3.0412
352,1.21E-01,3.68E-03,3.0434
353,1.24E-01,3.76E-03,3.0461
354,1.26E-01,3.81E-03,3.0492
355,1.26E-01,3.84E-03,3.0527
356,1.27E-01,3.87E-03,3.0565
357,1.27E-01,3.91E-03,3.0612
358,1.28E-01,3.96E-03,3.0671
359,1.31E-01,4.05E-03,3.0743
360,1.36E-01,4.21E-03,3.083
361,1.43E-01,4.44E-03,3.093
362,1.51E-01,4.71E-03,3.1041
363,1.60E-01,4.98E-03,3.1161
364,1.67E-01,5.23E-03,3.1289
365,1.75E-01,5.49E-03,3.1429
366,1.83E-01,5.75E-03,3.1583
367,1.89E-01,5.98E-03,3.1754
368,1.93E-01,6.12E-03,3.1942
369,1.93E-01,6.16E-03,3.2149
370,1.89E-01,6.10E-03,3.2376
371,1.84E-01,5.99E-03,3.2621
372,1.80E-01,5.91E-03,3.2883
373,1.78E-01,5.92E-03,3.3158
374,1.80E-01,6.05E-03,3.3449
375,1.86E-01,6.32E-03,3.3755
376,1.95E-01,6.66E-03,3.4076
377,2.06E-01,7.09E-03,3.441
378,2.13E-01,7.36E-03,3.4756
379,2.10E-01,7.34E-03,3.5117
380,2.00E-01,7.06E-03,3.5492
381,1.86E-01,6.68E-03,3.5879
382,1.76E-01,6.40E-03,3.6276
383,1.71E-01,6.31E-03,3.6683
384,1.72E-01,6.42E-03,3.7103
385,1.77E-01,6.70E-03,3.7533
386,1.86E-01,7.10E-03,3.7971
387,1.98E-01,7.61E-03,3.8416
388,2.10E-01,8.12E-03,3.8864
389,2.18E-01,8.51E-03,3.931
390,2.20E-01,8.67E-03,3.9756
391,2.16E-01,8.62E-03,4.0201
392,2.10E-01,8.48E-03,4.0647
393,2.02E-01,8.28E-03,4.1092
394,1.97E-01,8.18E-03,4.1533
395,2.00E-01,8.42E-03,4.1967
396,2.13E-01,9.07E-03,4.2394
397,2.33E-01,1.01E-02,4.2815
398,2.55E-01,1.11E-02,4.3236
399,2.79E-01,1.23E-02,4.3662
400,3.01E-01,1.34E-02,4.4094
401,3.20E-01,1.43E-02,4.4532
402,3.29E-01,1.48E-02,4.4975
403,3.36E-01,1.52E-02,4.5416
404,3.39E-01,1.55E-02,4.5852
405,3.41E-01,1.56E-02,4.6283
406,3.42E-01,1.59E-02,4.6711
407,3.44E-01,1.62E-02,4.7134
408,3.48E-01,1.65E-02,4.7553
409,3.52E-01,1.69E-02,4.7973
410,3.57E-01,1.73E-02,4.8398
411,3.63E-01,1.78E-02,4.883
412,3.70E-01,1.82E-02,4.927
413,3.75E-01,1.87E-02,4.972
414,3.78E-01,1.90E-02,5.018
415,3.79E-01,1.92E-02,5.0654
416,3.78E-01,1.94E-02,5.1139
417,3.77E-01,1.95E-02,5.1636
418,3.76E-01,1.96E-02,5.2142
419,3.78E-01,1.99E-02,5.2652
420,3.80E-01,2.02E-02,5.3165
421,3.82E-01,2.04E-02,5.3675
422,3.81E-01,2.06E-02,5.4181
423,3.79E-01,2.07E-02,5.4688
424,3.78E-01,2.09E-02,5.52
425,3.78E-01,2.10E-02,5.572
426,3.76E-01,2.11E-02,5.6247
427,3.69E-01,2.09E-02,5.6779
428,3.56E-01,2.04E-02,5.7316
429,3.39E-01,1.97E-02,5.7858
430,3.35E-01,1.96E-02,5.8405
431,3.47E-01,2.05E-02,5.8955
432,3.70E-01,2.20E-02,5.9505
433,3.87E-01,2.32E-02,6.0053
434,3.99E-01,2.41E-02,6.06
435,4.09E-01,2.50E-02,6.1149
436,4.16E-01,2.56E-02,6.1697
437,4.15E-01,2.58E-02,6.2245
438,4.09E-01,2.57E-02,6.2788
439,4.10E-01,2.60E-02,6.3329
440,4.21E-01,2.69E-02,6.3865
441,4.36E-01,2.81E-02,6.4396
442,4.49E-01,2.91E-02,6.4919
443,4.55E-01,2.97E-02,6.5431
444,4.56E-01,3.01E-02,6.5933
445,4.55E-01,3.03E-02,6.6425
446,4.59E-01,3.07E-02,6.6909
447,4.68E-01,3.16E-02,6.7387
448,4.80E-01,3.26E-02,6.7856
449,4.91E-01,3.36E-02,6.8315
450,4.97E-01,3.42E-02,6.876
451,4.94E-01,3.42E-02,6.9192
452,4.86E-01,3.39E-02,6.9615
