Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.26E-01,2.45E-03,1.9057
351,1.30E-01,2.47E-03,1.9059
352,1.35E-01,2.50E-03,1.9061
353,1.38E-01,2.54E-03,1.9064
354,1.40E-01,2.59E-03,1.9067
355,1.41E-01,2.63E-03,1.9074
356,1.41E-01,2.67E-03,1.9085
357,1.42E-01,2.71E-03,1.9103
358,1.43E-01,2.77E-03,1.9127
359,1.46E-01,2.85E-03,1.9158
360,1.51E-01,2.95E-03,1.9198
361,1.59E-01,3.08E-03,1.9244
362,1.69E-01,3.24E-03,1.9295
363,1.78E-01,3.43E-03,1.9352
364,1.87E-01,3.63E-03,1.9417
365,1.95E-01,3.81E-03,1.9492
366,2.04E-01,3.99E-03,1.9579
367,2.11E-01,4.13E-03,1.9681
368,2.15E-01,4.22E-03,1.9795
369,2.15E-01,4.25E-03,1.9924
370,2.11E-01,4.21E-03,2.0066
371,2.05E-01,4.15E-03,2.0218
372,2.00E-01,4.10E-03,2.038
373,1.99E-01,4.11E-03,2.0552
374,2.01E-01,4.20E-03,2.0735
375,2.08E-01,4.39E-03,2.0931
376,2.18E-01,4.62E-03,2.1142
377,2.30E-01,4.90E-03,2.1369
378,2.37E-01,5.10E-03,2.1615
379,2.34E-01,5.11E-03,2.1882
380,2.23E-01,4.94E-03,2.2168
381,2.08E-01,4.67E-03,2.2467
382,1.96E-01,4.48E-03,2.2778
383,1.90E-01,4.42E-03,2.3101
384,1.91E-01,4.50E-03,2.3437
385,1.97E-01,4.71E-03,2.3791
386,2.08E-01,5.02E-03,2.4166
387,2.21E-01,5.42E-03,2.4563
388,2.34E-01,5.82E-03,2.4982
389,2.43E-01,6.14E-03,2.542
390,2.45E-01,6.29E-03,2.5874
391,2.41E-01,6.29E-03,2.6345
392,2.34E-01,6.23E-03,2.6831
393,2.25E-01,6.13E-03,2.7329
394,2.19E-01,6.11E-03,2.7837
395,2.22E-01,6.30E-03,2.8352
396,2.37E-01,6.82E-03,2.8874
397,2.59E-01,7.60E-03,2.9406
398,2.84E-01,8.48E-03,2.9948
399,3.10E-01,9.45E-03,3.0498
400,3.35E-01,1.04E-02,3.1054
401,3.56E-01,1.13E-02,3.1613
402,3.67E-01,1.19E-02,3.2169
403,3.74E-01,1.23E-02,3.2716
404,3.78E-01,1.26E-02,3.325
405,3.79E-01,1.28E-02,3.3771
406,3.80E-01,1.30E-02,3.4274
407,3.83E-01,1.33E-02,3.4758
408,3.87E-01,1.36E-02,3.5223
409,3.91E-01,1.40E-02,3.567
410,3.97E-01,1.44E-02,3.6099
411,4.04E-01,1.48E-02,3.6511
412,4.11E-01,1.52E-02,3.6906
413,4.17E-01,1.56E-02,3.7286
414,4.20E-01,1.59E-02,3.7645
415,4.21E-01,1.61E-02,3.7979
416,4.21E-01,1.61E-02,3.8284
417,4.19E-01,1.62E-02,3.8564
418,4.18E-01,1.62E-02,3.8825
419,4.20E-01,1.64E-02,3.9072
420,4.22E-01,1.66E-02,3.9301
421,4.24E-01,1.67E-02,3.9508
422,4.23E-01,1.68E-02,3.9693
423,4.21E-01,1.68E-02,3.986
424,4.20E-01,1.68E-02,4.0009
425,4.20E-01,1.69E-02,4.0142
426,4.17E-01,1.68E-02,4.0261
427,4.10E-01,1.66E-02,4.0367
428,3.96E-01,1.61E-02,4.0463
429,3.77E-01,1.54E-02,4.0553
430,3.72E-01,1.52E-02,4.0638
431,3.86E-01,1.57E-02,4.0719
432,4.11E-01,1.67E-02,4.0794
433,4.30E-01,1.75E-02,4.0861
434,4.43E-01,1.81E-02,4.0921
435,4.55E-01,1.86E-02,4.0982
436,4.62E-01,1.89E-02,4.1048
437,4.60E-01,1.89E-02,4.112
438,4.54E-01,1.88E-02,4.1197
439,4.56E-01,1.89E-02,4.1278
440,4.68E-01,1.93E-02,4.1365
441,4.84E-01,2.00E-02,4.1457
442,4.98E-01,2.05E-02,4.1556
443,5.05E-01,2.09E-02,4.1664
444,5.06E-01,2.11E-02,4.1778
445,5.06E-01,2.12E-02,4.1898
446,5.10E-01,2.14E-02,4.2024
447,5.20E-01,2.18E-02,4.2156
448,5.33E-01,2.24E-02,4.2286
449,5.45E-01,2.30E-02,4.2406
450,5.51E-01,2.34E-02,4.2521
451,5.48E-01,2.35E-02,4.2634
452,5.40E-01,2.32E-02,4.2743
453,5.32E-01,2.30E-02,4.2845
454,5.35E-01,2.31E-02,4.2944
455,5.43E-01,2.34E-02,4.3041
456,5.51E-01,2.37E-02,4.3131
457,5.54E-01,2.39E-02,4.3201
458,5.53E-01,2.39E-02,4.3245
459,5.51E-01,2.39E-02,4.3266
460,5.57E-01,2.41E-02,4.3273
461,5.63E-01,2.44E-02,4.3283
462,5.67E-01,2.46E-02,4.3297
463,5.64E-01,2.45E-02,4.331
464,5.59E-01,2.42E-02,4.3317
465,5.53E-01,2.40E-02,4.3315
466,5.51E-01,2.39E-02,4.3307
467,5.51E-01,2.38E-02,4.3297
468,5.52E-01,2.39E-02,4.3289
469,5.51E-01,2.38E-02,4.3293
470,5.52E-01,2.39E-02,4.3309
471,5.56E-01,2.40E-02,4.3328
472,5.64E-01,2.42E-02,4.3342
473,5.69E-01,2.44E-02,4.3357
474,5.70E-01,2.45E-02,4.3374
475,5.67E-01,2.46E-02,4.3395
476,5.65E-01,2.47E-02,4.3421
477,5.65E-01,2.48E-02,4.345
478,5.71E-01,2.50E-02,4.3479
479,5.77E-01,2.52E-02,4.3511
480,5.82E-01,2.54E-02,4.3546
481,5.84E-01,2.55E-02,4.3585
482,5.82E-01,2.55E-02,4.3628
483,5.75E-01,2.52E-02,4.3676
484,5.55E-01,2.43E-02,4.3728
485,5.34E-01,2.34E-02,4.3785
486,5.18E-01,2.28E-02,4.3848
487,5.25E-01,2.30E-02,4.3915
488,5.40E-01,2.37E-02,4.3987
489,5.57E-01,2.45E-02,4.4063
490,5.61E-01,2.47E-02,4.4138
491,5.60E-01,2.47E-02,4.4216
492,5.56E-01,2.46E-02,4.4304
493,5.61E-01,2.49E-02,4.4415
494,5.68E-01,2.53E-02,4.4555
495,5.73E-01,2.56E-02,4.4724
496,5.72E-01,2.57E-02,4.4913
497,5.68E-01,2.57E-02,4.5121
498,5.64E-01,2.56E-02,4.5348
499,5.57E-01,2.54E-02,4.5598
500,5.51E-01,2.53E-02,4.5876
501,5.46E-01,2.52E-02,4.6186
502,5.45E-01,2.54E-02,4.6532
503,5.48E-01,2.57E-02,4.6914
504,5.54E-01,2.62E-02,4.7332
505,5.60E-01,2.68E-02,4.7782
506,5.63E-01,2.71E-02,4.8267
507,5.61E-01,2.74E-02,4.8794
508,5.60E-01,2.76E-02,4.9363
509,5.62E-01,2.80E-02,4.998
510,5.65E-01,2.85E-02,5.0648
511,5.65E-01,2.89E-02,5.1365
512,5.60E-01,2.91E-02,5.2129
513,5.53E-01,2.92E-02,5.2939
514,5.48E-01,2.93E-02,5.3793
515,5.36E-01,2.92E-02,5.4692
516,5.20E-01,2.88E-02,5.5636
517,5.07E-01,2.86E-02,5.6618
518,5.11E-01,2.93E-02,5.7632
519,5.26E-01,3.07E-02,5.8672
520,5.40E-01,3.21E-02,5.9729
521,5.48E-01,3.32E-02,6.0796
522,5.51E-01,3.40E-02,6.186
523,5.56E-01,3.50E-02,6.2915
524,5.57E-01,3.57E-02,6.3957
525,5.53E-01,3.61E-02,6.5023
526,5.42E-01,3.60E-02,6.6078
527,5.43E-01,3.66E-02,6.7111
528,5.53E-01,3.78E-02,6.8111
529,5.70E-01,3.94E-02,6.9017
530,5.75E-01,4.03E-02,6.9878
531,5.72E-01,4.06E-02,7.069
532,5.65E-01,4.05E-02,7.1446
533,5.63E-01,4.07E-02,7.2142
534,5.66E-01,4.12E-02,7.2755
