Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.26E-01,2.59E-03,2.0071
351,1.30E-01,2.61E-03,2.0075
352,1.35E-01,2.66E-03,2.0079
353,1.38E-01,2.70E-03,2.0084
354,1.40E-01,2.75E-03,2.0089
355,1.41E-01,2.79E-03,2.0099
356,1.41E-01,2.82E-03,2.0114
357,1.42E-01,2.87E-03,2.0138
358,1.43E-01,2.92E-03,2.0171
359,1.46E-01,3.00E-03,2.0212
360,1.51E-01,3.10E-03,2.0261
361,1.59E-01,3.24E-03,2.0315
362,1.69E-01,3.42E-03,2.037
363,1.78E-01,3.62E-03,2.0429
364,1.87E-01,3.82E-03,2.0496
365,1.95E-01,4.01E-03,2.0575
366,2.04E-01,4.20E-03,2.0669
367,2.11E-01,4.35E-03,2.0779
368,2.15E-01,4.46E-03,2.0904
369,2.15E-01,4.50E-03,2.1045
370,2.11E-01,4.47E-03,2.1202
371,2.05E-01,4.40E-03,2.1372
372,2.00E-01,4.34E-03,2.1552
373,1.99E-01,4.34E-03,2.1744
374,2.01E-01,4.43E-03,2.1951
375,2.08E-01,4.62E-03,2.2172
376,2.18E-01,4.86E-03,2.241
377,2.30E-01,5.17E-03,2.2663
378,2.37E-01,5.39E-03,2.2938
379,2.34E-01,5.42E-03,2.3237
380,2.23E-01,5.26E-03,2.3556
381,2.08E-01,4.99E-03,2.3884
382,1.96E-01,4.78E-03,2.4217
383,1.90E-01,4.71E-03,2.4555
384,1.91E-01,4.78E-03,2.49
385,1.97E-01,5.00E-03,2.5258
386,2.08E-01,5.33E-03,2.5637
387,2.21E-01,5.73E-03,2.6041
388,2.34E-01,6.15E-03,2.6471
389,2.43E-01,6.50E-03,2.6922
390,2.45E-01,6.67E-03,2.7389
391,2.41E-01,6.68E-03,2.7868
392,2.34E-01,6.61E-03,2.8357
393,2.25E-01,6.50E-03,2.8851
394,2.19E-01,6.46E-03,2.9347
395,2.22E-01,6.64E-03,2.9846
396,2.37E-01,7.14E-03,3.0351
397,2.59E-01,7.92E-03,3.0865
398,2.84E-01,8.84E-03,3.1391
399,3.10E-01,9.86E-03,3.1926
400,3.35E-01,1.09E-02,3.247
401,3.56E-01,1.19E-02,3.3017
402,3.67E-01,1.25E-02,3.3562
403,3.74E-01,1.29E-02,3.4097
404,3.78E-01,1.31E-02,3.4623
405,3.79E-01,1.33E-02,3.5136
406,3.80E-01,1.35E-02,3.5632
407,3.83E-01,1.38E-02,3.611
408,3.87E-01,1.41E-02,3.6575
409,3.91E-01,1.45E-02,3.7033
410,3.97E-01,1.49E-02,3.7483
411,4.04E-01,1.53E-02,3.7921
412,4.11E-01,1.58E-02,3.8346
413,4.17E-01,1.62E-02,3.876
414,4.20E-01,1.65E-02,3.916
415,4.21E-01,1.67E-02,3.9536
416,4.21E-01,1.68E-02,3.9882
417,4.19E-01,1.69E-02,4.0203
418,4.18E-01,1.70E-02,4.0513
419,4.20E-01,1.71E-02,4.0819
420,4.22E-01,1.73E-02,4.1114
421,4.24E-01,1.75E-02,4.1392
422,4.23E-01,1.76E-02,4.1647
423,4.21E-01,1.76E-02,4.1885
424,4.20E-01,1.77E-02,4.2107
425,4.20E-01,1.78E-02,4.2312
426,4.17E-01,1.78E-02,4.2501
427,4.10E-01,1.76E-02,4.2676
428,3.96E-01,1.71E-02,4.2843
429,3.77E-01,1.64E-02,4.3002
430,3.72E-01,1.61E-02,4.3156
431,3.86E-01,1.66E-02,4.3306
432,4.11E-01,1.77E-02,4.345
433,4.30E-01,1.87E-02,4.3576
434,4.43E-01,1.93E-02,4.3689
435,4.55E-01,1.99E-02,4.38
436,4.62E-01,2.03E-02,4.3919
437,4.60E-01,2.03E-02,4.4044
438,4.54E-01,2.01E-02,4.4172
439,4.56E-01,2.02E-02,4.4302
440,4.68E-01,2.07E-02,4.4438
441,4.84E-01,2.15E-02,4.4577
442,4.98E-01,2.22E-02,4.4722
443,5.05E-01,2.26E-02,4.4874
444,5.06E-01,2.28E-02,4.5032
445,5.06E-01,2.29E-02,4.5195
446,5.10E-01,2.31E-02,4.5365
447,5.20E-01,2.35E-02,4.5542
448,5.33E-01,2.41E-02,4.5714
449,5.45E-01,2.48E-02,4.5873
450,5.51E-01,2.53E-02,4.6022
451,5.48E-01,2.55E-02,4.617
452,5.40E-01,2.52E-02,4.6315
453,5.32E-01,2.49E-02,4.6453
454,5.35E-01,2.50E-02,4.6591
455,5.43E-01,2.54E-02,4.6733
456,5.51E-01,2.58E-02,4.6873
457,5.54E-01,2.60E-02,4.6991
458,5.53E-01,2.60E-02,4.7072
459,5.51E-01,2.61E-02,4.7117
460,5.57E-01,2.63E-02,4.7141
461,5.63E-01,2.66E-02,4.7174
462,5.67E-01,2.68E-02,4.7222
463,5.64E-01,2.67E-02,4.7275
464,5.59E-01,2.65E-02,4.7324
465,5.53E-01,2.63E-02,4.7365
466,5.51E-01,2.61E-02,4.7397
467,5.51E-01,2.62E-02,4.7425
468,5.52E-01,2.62E-02,4.7459
469,5.51E-01,2.62E-02,4.7513
470,5.52E-01,2.62E-02,4.7585
471,5.56E-01,2.63E-02,4.7661
472,5.64E-01,2.66E-02,4.7725
473,5.69E-01,2.68E-02,4.7787
474,5.70E-01,2.68E-02,4.7853
475,5.67E-01,2.70E-02,4.7923
476,5.65E-01,2.73E-02,4.7999
477,5.65E-01,2.76E-02,4.808
478,5.71E-01,2.79E-02,4.8159
479,5.77E-01,2.81E-02,4.8238
480,5.82E-01,2.82E-02,4.8321
481,5.84E-01,2.84E-02,4.841
482,5.82E-01,2.83E-02,4.8505
483,5.75E-01,2.80E-02,4.8604
484,5.55E-01,2.71E-02,4.8706
485,5.34E-01,2.61E-02,4.8815
486,5.18E-01,2.53E-02,4.8928
487,5.25E-01,2.56E-02,4.9044
488,5.40E-01,2.64E-02,4.9164
489,5.57E-01,2.74E-02,4.9283
490,5.61E-01,2.77E-02,4.9393
491,5.60E-01,2.77E-02,4.9498
492,5.56E-01,2.76E-02,4.9606
493,5.61E-01,2.79E-02,4.9739
494,5.68E-01,2.83E-02,4.9911
495,5.73E-01,2.87E-02,5.0124
496,5.72E-01,2.88E-02,5.0359
497,5.68E-01,2.88E-02,5.061
498,5.64E-01,2.87E-02,5.0878
499,5.57E-01,2.85E-02,5.1167
500,5.51E-01,2.84E-02,5.1484
501,5.46E-01,2.83E-02,5.1831
502,5.45E-01,2.84E-02,5.2214
503,5.48E-01,2.88E-02,5.2631
504,5.54E-01,2.94E-02,5.308
505,5.60E-01,3.00E-02,5.3556
506,5.63E-01,3.04E-02,5.4067
507,5.61E-01,3.06E-02,5.462
508,5.60E-01,3.09E-02,5.5213
509,5.62E-01,3.13E-02,5.5852
510,5.65E-01,3.18E-02,5.6541
511,5.65E-01,3.22E-02,5.7276
512,5.60E-01,3.24E-02,5.8052
513,5.53E-01,3.24E-02,5.8869
514,5.48E-01,3.26E-02,5.9727
515,5.36E-01,3.24E-02,6.063
516,5.20E-01,3.19E-02,6.1576
517,5.07E-01,3.16E-02,6.256
518,5.11E-01,3.23E-02,6.3573
519,5.26E-01,3.38E-02,6.4612
520,5.40E-01,3.53E-02,6.5664
521,5.48E-01,3.64E-02,6.6722
522,5.51E-01,3.73E-02,6.7772
523,5.56E-01,3.82E-02,6.8808
524,5.57E-01,3.90E-02,6.9829
525,5.53E-01,3.94E-02,7.089
526,5.42E-01,3.92E-02,7.1937
527,5.43E-01,3.98E-02,7.2963
528,5.53E-01,4.10E-02,7.3956
529,5.70E-01,4.27E-02,7.4855
530,5.75E-01,4.37E-02,7.5723
531,5.72E-01,4.40E-02,7.6557
532,5.65E-01,4.39E-02,7.735
533,5.63E-01,4.41E-02,7.8079
534,5.66E-01,4.46E-02,7.878
535,5.72E-01,4.53E-02,7.943
536,5.72E-01,4.57E-02,8.0055
537,5.70E-01,4.57E-02,8.0655
538,5.65E-01,4.56E-02,8.1219
539,5.57E-01,4.54E-02,8.1747
540,5.51E-01,4.53E-02,8.2244
541,5.49E-01,4.55E-02,8.2711
542,5.53E-01,4.61E-02,8.3155
543,5.58E-01,4.67E-02,8.3576
544,5.61E-01,4.71E-02,8.397
545,5.62E-01,4.74E-02,8.4334
546,5.62E-01,4.75E-02,8.4667
547,5.60E-01,4.75E-02,8.4968
548,5.61E-01,4.77E-02,8.5245
549,5.62E-01,4.80E-02,8.5497
550,5.64E-01,4.83E-02,8.5713
551,5.63E-01,4.83E-02,8.5887
552,5.63E-01,4.84E-02,8.6027
553,5.64E-01,4.86E-02,8.6111
554,5.65E-01,4.88E-02,8.6124
555,5.64E-01,4.87E-02,8.6096
556,5.59E-01,4.82E-02,8.6029
557,5.52E-01,4.76E-02,8.592
558,5.47E-01,4.70E-02,8.5762
559,5.45E-01,4.67E-02,8.5551
560,5.47E-01,4.67E-02,8.5285
561,5.51E-01,4.68E-02,8.4918
562,5.54E-01,4.69E-02,8.4506
563,5.54E-01,4.66E-02,8.4091
564,5.52E-01,4.62E-02,8.363
565,5.50E-01,4.58E-02,8.3129
