Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.13E-01,2.59E-03,2.2486
351,1.17E-01,2.62E-03,2.2515
352,1.21E-01,2.67E-03,2.2557
353,1.24E-01,2.72E-03,2.2612
354,1.26E-01,2.77E-03,2.268
355,1.26E-01,2.81E-03,2.276
356,1.27E-01,2.85E-03,2.2849
357,1.27E-01,2.91E-03,2.2952
358,1.28E-01,2.98E-03,2.307
359,1.31E-01,3.08E-03,2.3203
360,1.36E-01,3.20E-03,2.3352
361,1.43E-01,3.36E-03,2.3516
362,1.51E-01,3.57E-03,2.3692
363,1.60E-01,3.80E-03,2.3881
364,1.67E-01,4.04E-03,2.4081
365,1.75E-01,4.26E-03,2.4295
366,1.83E-01,4.48E-03,2.4522
367,1.89E-01,4.66E-03,2.4761
368,1.93E-01,4.79E-03,2.5013
369,1.93E-01,4.84E-03,2.5277
370,1.89E-01,4.81E-03,2.5552
371,1.84E-01,4.74E-03,2.5835
372,1.80E-01,4.69E-03,2.6125
373,1.78E-01,4.71E-03,2.6422
374,1.80E-01,4.84E-03,2.6726
375,1.86E-01,5.07E-03,2.7035
376,1.95E-01,5.36E-03,2.7353
377,2.06E-01,5.71E-03,2.7676
378,2.13E-01,5.95E-03,2.8011
379,2.10E-01,5.95E-03,2.8356
380,2.00E-01,5.73E-03,2.8707
381,1.86E-01,5.41E-03,2.9058
382,1.76E-01,5.17E-03,2.9404
383,1.71E-01,5.10E-03,2.9745
384,1.72E-01,5.18E-03,3.0084
385,1.77E-01,5.42E-03,3.0429
386,1.86E-01,5.77E-03,3.0782
387,1.98E-01,6.18E-03,3.1145
388,2.10E-01,6.61E-03,3.1518
389,2.18E-01,6.93E-03,3.1894
390,2.20E-01,7.06E-03,3.2272
391,2.16E-01,7.02E-03,3.265
392,2.10E-01,6.90E-03,3.3029
393,2.02E-01,6.74E-03,3.3407
394,1.97E-01,6.67E-03,3.3781
395,2.00E-01,6.81E-03,3.415
396,2.13E-01,7.31E-03,3.4513
397,2.33E-01,8.09E-03,3.4873
398,2.55E-01,8.96E-03,3.523
399,2.79E-01,9.92E-03,3.5587
400,3.01E-01,1.09E-02,3.5943
401,3.20E-01,1.17E-02,3.6295
402,3.29E-01,1.22E-02,3.6642
403,3.36E-01,1.25E-02,3.698
404,3.39E-01,1.27E-02,3.7304
405,3.41E-01,1.28E-02,3.7614
406,3.42E-01,1.29E-02,3.7907
407,3.44E-01,1.31E-02,3.8183
408,3.48E-01,1.34E-02,3.8447
409,3.52E-01,1.36E-02,3.8699
410,3.57E-01,1.39E-02,3.894
411,3.63E-01,1.42E-02,3.917
412,3.70E-01,1.46E-02,3.9388
413,3.75E-01,1.49E-02,3.9597
414,3.78E-01,1.51E-02,3.9793
415,3.79E-01,1.52E-02,3.9972
416,3.78E-01,1.52E-02,4.0134
417,3.77E-01,1.52E-02,4.0284
418,3.76E-01,1.52E-02,4.0429
419,3.78E-01,1.53E-02,4.0573
420,3.80E-01,1.54E-02,4.071
421,3.82E-01,1.55E-02,4.0833
422,3.81E-01,1.56E-02,4.0938
423,3.79E-01,1.56E-02,4.1029
424,3.78E-01,1.55E-02,4.111
425,3.78E-01,1.56E-02,4.1181
426,3.76E-01,1.55E-02,4.1243
427,3.69E-01,1.53E-02,4.1297
428,3.56E-01,1.48E-02,4.1345
429,3.39E-01,1.41E-02,4.1388
430,3.35E-01,1.39E-02,4.1429
431,3.47E-01,1.44E-02,4.1469
432,3.70E-01,1.53E-02,4.1499
433,3.87E-01,1.60E-02,4.1516
434,3.99E-01,1.65E-02,4.1526
435,4.09E-01,1.70E-02,4.1538
436,4.16E-01,1.72E-02,4.1558
437,4.15E-01,1.72E-02,4.1583
438,4.09E-01,1.71E-02,4.1612
439,4.10E-01,1.72E-02,4.1645
440,4.21E-01,1.76E-02,4.1682
441,4.36E-01,1.81E-02,4.1725
442,4.49E-01,1.86E-02,4.1774
443,4.55E-01,1.89E-02,4.1829
444,4.56E-01,1.91E-02,4.1886
445,4.55E-01,1.91E-02,4.1947
446,4.59E-01,1.92E-02,4.2014
447,4.68E-01,1.96E-02,4.2089
448,4.80E-01,2.01E-02,4.2162
449,4.91E-01,2.06E-02,4.2227
