Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.17E-01,2.33E-03,1.9275
351,1.21E-01,2.38E-03,1.9291
352,1.26E-01,2.43E-03,1.9315
353,1.29E-01,2.47E-03,1.9345
354,1.30E-01,2.50E-03,1.9383
355,1.31E-01,2.51E-03,1.9426
356,1.32E-01,2.54E-03,1.9475
357,1.32E-01,2.57E-03,1.9533
358,1.34E-01,2.63E-03,1.96
359,1.36E-01,2.70E-03,1.9678
360,1.41E-01,2.81E-03,1.9768
361,1.49E-01,2.97E-03,1.9868
362,1.58E-01,3.15E-03,1.9978
363,1.66E-01,3.35E-03,2.0097
364,1.75E-01,3.53E-03,2.0222
365,1.83E-01,3.72E-03,2.0357
366,1.91E-01,3.90E-03,2.0502
367,1.98E-01,4.06E-03,2.0657
368,2.01E-01,4.17E-03,2.0822
369,2.01E-01,4.21E-03,2.0997
370,1.98E-01,4.17E-03,2.1182
371,1.93E-01,4.10E-03,2.1377
372,1.88E-01,4.05E-03,2.158
373,1.86E-01,4.07E-03,2.179
374,1.89E-01,4.17E-03,2.2008
375,1.95E-01,4.35E-03,2.2234
376,2.04E-01,4.60E-03,2.2467
377,2.16E-01,4.90E-03,2.2708
378,2.23E-01,5.10E-03,2.2957
379,2.20E-01,5.09E-03,2.3214
380,2.10E-01,4.90E-03,2.3478
381,1.96E-01,4.64E-03,2.3749
382,1.84E-01,4.44E-03,2.4024
383,1.79E-01,4.37E-03,2.4304
384,1.80E-01,4.45E-03,2.4588
385,1.86E-01,4.65E-03,2.4878
386,1.96E-01,4.95E-03,2.5171
387,2.08E-01,5.31E-03,2.5467
388,2.20E-01,5.68E-03,2.5766
389,2.29E-01,5.95E-03,2.6064
390,2.31E-01,6.06E-03,2.6363
391,2.27E-01,6.02E-03,2.6661
392,2.21E-01,5.91E-03,2.6958
393,2.12E-01,5.77E-03,2.7253
394,2.07E-01,5.71E-03,2.7544
395,2.10E-01,5.85E-03,2.7831
396,2.23E-01,6.29E-03,2.8112
397,2.44E-01,6.96E-03,2.839
398,2.67E-01,7.70E-03,2.8667
399,2.92E-01,8.50E-03,2.8944
400,3.17E-01,9.31E-03,2.9224
401,3.38E-01,1.00E-02,2.9503
402,3.49E-01,1.04E-02,2.9784
403,3.56E-01,1.07E-02,3.0063
404,3.59E-01,1.08E-02,3.0338
405,3.60E-01,1.09E-02,3.061
406,3.60E-01,1.11E-02,3.0879
407,3.63E-01,1.12E-02,3.1144
408,3.66E-01,1.15E-02,3.1405
409,3.71E-01,1.17E-02,3.1663
410,3.76E-01,1.20E-02,3.1919
411,3.83E-01,1.23E-02,3.2177
412,3.90E-01,1.26E-02,3.2434
413,3.95E-01,1.29E-02,3.2693
414,3.99E-01,1.32E-02,3.2951
415,4.00E-01,1.33E-02,3.3207
416,3.99E-01,1.34E-02,3.3462
417,3.97E-01,1.34E-02,3.3715
418,3.97E-01,1.35E-02,3.3967
419,3.98E-01,1.36E-02,3.4216
420,4.00E-01,1.38E-02,3.4459
421,4.02E-01,1.39E-02,3.4694
422,4.01E-01,1.40E-02,3.4919
423,4.00E-01,1.41E-02,3.5136
424,3.99E-01,1.41E-02,3.5348
425,3.99E-01,1.42E-02,3.5554
426,3.97E-01,1.42E-02,3.5755
427,3.90E-01,1.40E-02,3.5951
428,3.76E-01,1.36E-02,3.6142
429,3.59E-01,1.30E-02,3.633
430,3.54E-01,1.29E-02,3.6515
431,3.67E-01,1.35E-02,3.6696
432,3.91E-01,1.44E-02,3.6874
433,4.09E-01,1.51E-02,3.7047
434,4.21E-01,1.57E-02,3.7217
435,4.32E-01,1.61E-02,3.7387
436,4.39E-01,1.65E-02,3.7557
437,4.38E-01,1.65E-02,3.7728
438,4.32E-01,1.64E-02,3.7899
439,4.34E-01,1.65E-02,3.8072
440,4.45E-01,1.70E-02,3.8245
441,4.60E-01,1.77E-02,3.8418
442,4.73E-01,1.82E-02,3.8592
443,4.80E-01,1.86E-02,3.8765
444,4.81E-01,1.87E-02,3.8938
445,4.81E-01,1.88E-02,3.9109
446,4.85E-01,1.90E-02,3.928
