Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.21E-01,2.83E-03,2.2887
351,1.25E-01,2.85E-03,2.2877
352,1.30E-01,2.89E-03,2.2861
353,1.33E-01,2.94E-03,2.2841
354,1.34E-01,2.99E-03,2.2817
355,1.35E-01,3.03E-03,2.2794
356,1.36E-01,3.07E-03,2.2777
357,1.37E-01,3.12E-03,2.2768
358,1.38E-01,3.18E-03,2.2767
359,1.40E-01,3.25E-03,2.2775
360,1.46E-01,3.36E-03,2.279
361,1.53E-01,3.50E-03,2.281
362,1.63E-01,3.68E-03,2.2831
363,1.71E-01,3.89E-03,2.2856
364,1.80E-01,4.10E-03,2.2888
365,1.88E-01,4.31E-03,2.2934
366,1.97E-01,4.50E-03,2.2998
367,2.04E-01,4.66E-03,2.3079
368,2.08E-01,4.77E-03,2.318
369,2.08E-01,4.80E-03,2.3302
370,2.04E-01,4.77E-03,2.3444
371,1.98E-01,4.70E-03,2.3601
372,1.94E-01,4.64E-03,2.3772
373,1.92E-01,4.64E-03,2.3957
374,1.94E-01,4.74E-03,2.416
375,2.01E-01,4.93E-03,2.4381
376,2.10E-01,5.18E-03,2.4622
377,2.22E-01,5.49E-03,2.4884
378,2.29E-01,5.72E-03,2.5176
379,2.27E-01,5.75E-03,2.5502
380,2.16E-01,5.58E-03,2.5857
381,2.01E-01,5.31E-03,2.6229
382,1.90E-01,5.09E-03,2.6615
383,1.85E-01,5.03E-03,2.7015
384,1.85E-01,5.12E-03,2.7436
385,1.92E-01,5.36E-03,2.788
386,2.02E-01,5.72E-03,2.8356
387,2.14E-01,6.16E-03,2.8875
388,2.27E-01,6.62E-03,2.9437
389,2.35E-01,7.02E-03,3.0037
390,2.38E-01,7.23E-03,3.0679
391,2.34E-01,7.28E-03,3.1358
392,2.27E-01,7.24E-03,3.2074
393,2.19E-01,7.17E-03,3.2812
394,2.13E-01,7.18E-03,3.3567
395,2.16E-01,7.42E-03,3.4341
396,2.30E-01,8.01E-03,3.513
397,2.52E-01,8.94E-03,3.5942
