Wvl,Rad. (Ref.),Rad. (Target),Reflect. %
350,1.13E-01,1.90E-03,1.67
351,1.17E-01,1.96E-03,1.6705
352,1.21E-01,2.02E-03,1.671
353,1.24E-01,2.07E-03,1.6716
354,1.26E-01,2.09E-03,1.6723
355,1.26E-01,2.11E-03,1.6731
356,1.27E-01,2.12E-03,1.6742
357,1.27E-01,2.14E-03,1.6756
358,1.28E-01,2.16E-03,1.6775
359,1.31E-01,2.21E-03,1.6801
360,1.36E-01,2.30E-03,1.6834
361,1.43E-01,2.42E-03,1.6873
362,1.51E-01,2.57E-03,1.6916
363,1.60E-01,2.71E-03,1.6965
364,1.67E-01,2.85E-03,1.702
365,1.75E-01,2.99E-03,1.7081
366,1.83E-01,3.13E-03,1.7149
367,1.89E-01,3.24E-03,1.7226
368,1.93E-01,3.32E-03,1.7312
369,1.93E-01,3.34E-03,1.7405
370,1.89E-01,3.30E-03,1.7508
371,1.84E-01,3.23E-03,1.7618
372,1.80E-01,3.19E-03,1.7737
373,1.78E-01,3.19E-03,1.7864
374,1.80E-01,3.25E-03,1.7998
375,1.86E-01,3.39E-03,1.814
376,1.95E-01,3.57E-03,1.8291
377,2.06E-01,3.80E-03,1.8447
378,2.13E-01,3.95E-03,1.861
379,2.10E-01,3.94E-03,1.8781
380,2.00E-01,3.78E-03,1.8959
381,1.86E-01,3.57E-03,1.9143
382,1.76E-01,3.40E-03,1.9333
383,1.71E-01,3.35E-03,1.9527
384,1.72E-01,3.40E-03,1.9723
385,1.77E-01,3.55E-03,1.9923
386,1.86E-01,3.76E-03,2.0124
387,1.98E-01,4.03E-03,2.0325
388,2.10E-01,4.30E-03,2.0527
389,2.18E-01,4.50E-03,2.0729
390,2.20E-01,4.58E-03,2.093
391,2.16E-01,4.55E-03,2.1129
392,2.10E-01,4.46E-03,2.1328
393,2.02E-01,4.35E-03,2.1524
394,1.97E-01,4.29E-03,2.1717
395,2.00E-01,4.40E-03,2.1906
396,2.13E-01,4.72E-03,2.2091
397,2.33E-01,5.22E-03,2.2273
398,2.55E-01,5.76E-03,2.2453
399,2.79E-01,6.34E-03,2.2634
400,3.01E-01,6.91E-03,2.2816
401,3.20E-01,7.39E-03,2.2998
402,3.29E-01,7.64E-03,2.3181
403,3.36E-01,7.82E-03,2.3362
404,3.39E-01,7.95E-03,2.3542
405,3.41E-01,8.03E-03,2.3719
406,3.42E-01,8.13E-03,2.3895
407,3.44E-01,8.26E-03,2.4069
408,3.48E-01,8.42E-03,2.4241
409,3.52E-01,8.59E-03,2.4413
410,3.57E-01,8.79E-03,2.4589
411,3.63E-01,9.01E-03,2.477
412,3.70E-01,9.23E-03,2.4955
413,3.75E-01,9.44E-03,2.5146
414,3.78E-01,9.59E-03,2.5341
415,3.79E-01,9.69E-03,2.5541
416,3.78E-01,9.75E-03,2.5745
417,3.77E-01,9.78E-03,2.5955
418,3.76E-01,9.84E-03,2.6169
419,3.78E-01,9.96E-03,2.6389
420,3.80E-01,1.01E-02,2.6611
421,3.82E-01,1.02E-02,2.6833
422,3.81E-01,1.03E-02,2.7056
423,3.79E-01,1.03E-02,2.7278
424,3.78E-01,1.04E-02,2.7504
425,3.78E-01,1.05E-02,2.7732
426,3.76E-01,1.05E-02,2.7964
427,3.69E-01,1.04E-02,2.8199
428,3.56E-01,1.01E-02,2.8436
429,3.39E-01,9.74E-03,2.8674
430,3.35E-01,9.70E-03,2.8915
431,3.47E-01,1.01E-02,2.9157
432,3.70E-01,1.09E-02,2.94
433,3.87E-01,1.15E-02,2.9643
434,3.99E-01,1.19E-02,2.9884
435,4.09E-01,1.23E-02,3.0125
436,4.16E-01,1.26E-02,3.0366
437,4.15E-01,1.27E-02,3.0606
438,4.09E-01,1.26E-02,3.0843
439,4.10E-01,1.28E-02,3.1077
440,4.21E-01,1.32E-02,3.1309
441,4.36E-01,1.37E-02,3.1536
442,4.49E-01,1.42E-02,3.1759
443,4.55E-01,1.45E-02,3.1978
444,4.56E-01,1.47E-02,3.2191
445,4.55E-01,1.48E-02,3.2398
446,4.59E-01,1.50E-02,3.26
447,4.68E-01,1.54E-02,3.2798
448,4.80E-01,1.58E-02,3.2989
449,4.91E-01,1.63E-02,3.3174
450,4.97E-01,1.66E-02,3.3352
451,4.94E-01,1.66E-02,3.3525
452,4.86E-01,1.64E-02,3.3691
453,4.79E-01,1.63E-02,3.385
454,4.82E-01,1.64E-02,3.4001
455,4.90E-01,1.67E-02,3.4148
456,4.97E-01,1.70E-02,3.4288
457,4.99E-01,1.72E-02,3.4423
458,4.98E-01,1.72E-02,3.4552
459,4.97E-01,1.72E-02,3.4677
460,5.02E-01,1.75E-02,3.4799
461,5.08E-01,1.77E-02,3.492
462,5.12E-01,1.79E-02,3.5041
463,5.09E-01,1.79E-02,3.5162
464,5.04E-01,1.78E-02,3.5281
465,4.99E-01,1.76E-02,3.5399
466,4.97E-01,1.76E-02,3.5516
467,4.97E-01,1.77E-02,3.5634
468,4.98E-01,1.78E-02,3.5753
469,4.97E-01,1.78E-02,3.5876
470,4.98E-01,1.79E-02,3.6004
471,5.02E-01,1.81E-02,3.6137
472,5.09E-01,1.85E-02,3.6274
473,5.15E-01,1.87E-02,3.6415
474,5.16E-01,1.88E-02,3.6561
475,5.13E-01,1.88E-02,3.671
476,5.10E-01,1.88E-02,3.6863
477,5.09E-01,1.89E-02,3.7021
478,5.14E-01,1.91E-02,3.7185
479,5.20E-01,1.94E-02,3.7353
480,5.24E-01,1.96E-02,3.7525
481,5.27E-01,1.98E-02,3.7704
